"","symbol","NMF.rank","MMF.localization","SAFE.domain","SAFE.localization","Entrez","BioGRID","HGNC","RefSeq","UniProt","Approved","Suggested.Symbol"
"2800","PPP1R12A",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",4659,110742,"HGNC:7618","NM_002480","O14974",TRUE,"PPP1R12A"
"2801","PPP1R13B",1,"cell junction","20","cell junction, plasma membrane",23368,116948,"HGNC:14950","NM_015316","Q96KQ4",TRUE,"PPP1R13B"
"2802","PPP1R13L",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",10848,116059,"HGNC:18838","NM_006663","Q8WUF5",TRUE,"PPP1R13L"
"2803","PPP1R15B",15,"nuclear outer membrane-ER membrane network","-","-",84919,124355,"HGNC:14951","NM_032833","Q5SWA1",TRUE,"PPP1R15B"
"2804","PPP1R16B",1,"cell junction","1","no prediction",26051,117514,"HGNC:15850","NM_015568","Q96T49",TRUE,"PPP1R16B"
"2805","PPP1R18",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",170954,128092,"HGNC:29413","NM_133471","Q6NYC8",TRUE,"PPP1R18"
"2806","PPP1R21",20,"early endosome, recycling endosome","18","endosome, lysosome",129285,126187,"HGNC:30595","NM_152994","Q6ZMI0",TRUE,"PPP1R21"
"2807","PPP1R37",20,"early endosome, recycling endosome","18","endosome, lysosome",284352,129838,"HGNC:27607","NM_173634","O75864",TRUE,"PPP1R37"
"2808","PPP1R9A",11,"plasma membrane","20","cell junction, plasma membrane",55607,120747,"HGNC:14946","NM_001166160","Q9ULJ8",TRUE,"PPP1R9A"
"2809","PPP1R9B",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",84687,124202,"HGNC:9298","NM_032595","Q96SB3",TRUE,"PPP1R9B"
"2810","PPP2R3A",5,"actin cytoskeleton, cytosol","1","no prediction",5523,111515,"HGNC:9307","NM_002718","Q06190",TRUE,"PPP2R3A"
"2811","PPP2R3B",5,"actin cytoskeleton, cytosol","1","no prediction",28227,118179,"HGNC:13417","NM_013239","Q9Y5P8",TRUE,"PPP2R3B"
"2812","PPP2R5D",5,"actin cytoskeleton, cytosol","-","-",5528,111520,"HGNC:9312","NM_006245","Q14738",TRUE,"PPP2R5D"
"2813","PPP4R1",19,"miscellaneous","11","chaperonin-containing T-complex, prefoldin complex",9989,115310,"HGNC:9320","NM_005134","Q8TF05",TRUE,"PPP4R1"
"2814","PPP4R3A",10,"nuclear body","22","chromatin, nucleoplasm",55671,120803,"HGNC:20219","NM_032560","Q6IN85",TRUE,"PPP4R3A"
"2815","PPP5C",19,"miscellaneous","1","no prediction",5536,111528,"HGNC:9322","NM_006247","P53041",TRUE,"PPP5C"
"2816","PPP6R1",5,"actin cytoskeleton, cytosol","1","no prediction",22870,116537,"HGNC:29195","NM_014931","Q9UPN7",TRUE,"PPP6R1"
"2817","PPP6R2",5,"actin cytoskeleton, cytosol","1","no prediction",9701,115053,"HGNC:19253","NM_014678","O75170",TRUE,"PPP6R2"
"2818","PPP6R3",5,"actin cytoskeleton, cytosol","1","no prediction",55291,120579,"HGNC:1173","NM_018312","Q5H9R7",TRUE,"PPP6R3"
"2819","PPWD1",10,"nuclear body","1","no prediction",23398,116971,"HGNC:28954","NM_015342","Q96BP3",TRUE,"PPWD1"
"2820","PQBP1",10,"nuclear body","22","chromatin, nucleoplasm",10084,115393,"HGNC:9330","NM_001032381.1","O60828",TRUE,"PQBP1"
"2821","PRAF2",3,"ER membrane","19","nuclear outer membrane-ER membrane network",11230,116396,"HGNC:28911","NM_007213","O60831",TRUE,"PRAF2"
"2822","PRAG1",12,"centrosome","20","cell junction, plasma membrane",157285,127591,"HGNC:25438","NM_001080826","Q86YV5",TRUE,"PRAG1"
"2823","PRC1",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",9055,114517,"HGNC:9341","NM_003981","O43663",TRUE,"PRC1"
"2824","PRCC",10,"nuclear body","1","no prediction",5546,111537,"HGNC:9343","NM_005973","Q92733",TRUE,"PRCC"
"2825","PRDM15",2,"chromatin","1","no prediction",63977,122024,"HGNC:13999","NM_022115","P57071",TRUE,"PRDM15"
"2826","PRDM2",9,"nucleoplasm","1","no prediction",7799,113575,"HGNC:9347","NM_012231","Q13029",TRUE,"PRDM2"
"2827","PRDX3",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",10935,116136,"HGNC:9354","NM_006793","P30048",TRUE,"PRDX3"
"2828","PRDX4",6,"ER lumen","4","ER lumen",10549,115800,"HGNC:17169","NM_006406","Q13162",TRUE,"PRDX4"
"2829","PREB",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",10113,115419,"HGNC:9356","NM_013388","Q9HCU5",TRUE,"PREB"
"2830","PREPL",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",9581,114949,"HGNC:30228","NM_006036","Q4J6C6",TRUE,"PREPL"
"2831","PRIM2",2,"chromatin","1","no prediction",5558,111548,"HGNC:9370","NM_000947","P49643",TRUE,"PRIM2"
"2832","PRKAA1",19,"miscellaneous","18","endosome, lysosome",5562,111549,"HGNC:9376","NM_006251","Q13131",TRUE,"PRKAA1"
"2833","PRKAA2",19,"miscellaneous","18","endosome, lysosome",5563,111550,"HGNC:9377","NM_006252","P54646",TRUE,"PRKAA2"
"2834","PRKAB1",19,"miscellaneous","18","endosome, lysosome",5564,111551,"HGNC:9378","NM_006253","Q9Y478",TRUE,"PRKAB1"
"2835","PRKAG1",19,"miscellaneous","18","endosome, lysosome",5571,111558,"HGNC:9385","NM_002733","P54619",TRUE,"PRKAG1"
"2836","PRKAR2A",13,"mitochondrial outer membrane, peroxisome","13","cytoplasmic ribonucleoprotein granule",5576,111562,"HGNC:9391","NM_001321982","P13861",TRUE,"PRKAR2A"
"2837","PRKAR2B",13,"mitochondrial outer membrane, peroxisome","13","cytoplasmic ribonucleoprotein granule",5577,111563,"HGNC:9392","NM_002736","P31323",TRUE,"PRKAR2B"
"2838","PRKCD",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",5580,111566,"HGNC:9399","NM_001316327","Q05655",TRUE,"PRKCD"
"2839","PRKCH",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",5583,111569,"HGNC:9403","NM_006255","P24723",TRUE,"PRKCH"
"2840","PRKCI",14,"Golgi apparatus","1","no prediction",5584,111570,"HGNC:9404","NM_002740","P41743",TRUE,"PRKCI"
"2841","PRKCQ",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",5588,111574,"HGNC:9410","NM_006257","Q04759",TRUE,"PRKCQ"
"2842","PRKCSH",6,"ER lumen","4","ER lumen",5589,111575,"HGNC:9411","NM_001001329","P14314",TRUE,"PRKCSH"
"2843","PRKCZ",5,"actin cytoskeleton, cytosol","1","no prediction",5590,111576,"HGNC:9412","NM_002744","Q05513",TRUE,"PRKCZ"
"2844","PRKD3",11,"plasma membrane","18","endosome, lysosome",23683,117199,"HGNC:9408","NM_005813","O94806",TRUE,"PRKD3"
"2845","PRKDC",13,"mitochondrial outer membrane, peroxisome","1","no prediction",5591,111577,"HGNC:9413","NM_001081640","P78527",TRUE,"PRKDC"
"2846","PRMT7",5,"actin cytoskeleton, cytosol","-","-",54496,119992,"HGNC:25557","NM_019023","Q9NVM4",TRUE,"PRMT7"
"2847","PROSER1",12,"centrosome","14","centrosome enriched, P-body enriched",80209,123178,"HGNC:20291","NM_025138","Q86XN7",TRUE,"PROSER1"
"2848","PROSER2",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",254427,129035,"HGNC:23728","NM_153256","Q86WR7",TRUE,"PROSER2"
"2849","PROSER3",12,"centrosome","14","centrosome enriched, P-body enriched",148137,127121,"HGNC:25204","NM_144692","Q2NL68",TRUE,"PROSER3"
"2850","PRPF19",2,"chromatin","5","spliceosomal complex I",27339,118151,"HGNC:17896","NM_014502","Q9UMS4",TRUE,"PRPF19"
"2851","PRPF3",10,"nuclear body","22","chromatin, nucleoplasm",9129,114577,"HGNC:17348","NM_004698","O43395",TRUE,"PRPF3"
"2852","PRPF31",9,"nucleoplasm","22","chromatin, nucleoplasm",26121,117563,"HGNC:15446","NM_015629","Q8WWY3",TRUE,"PRPF31"
"2853","PRPF4",2,"chromatin","3","splicing speckles, nucleolus",9128,114576,"HGNC:17349","NM_004697","O43172",TRUE,"PRPF4"
"2854","PRPF40A",10,"nuclear body","22","chromatin, nucleoplasm",55660,120792,"HGNC:16463","NM_017892","O75400",TRUE,"PRPF40A"
"2855","PRPF4B",10,"nuclear body","3","splicing speckles, nucleolus",8899,114416,"HGNC:17346","NM_003913","Q13523",TRUE,"PRPF4B"
"2856","PRPF6",10,"nuclear body","5","spliceosomal complex I",24148,117298,"HGNC:15860","NM_012469","O94906",TRUE,"PRPF6"
"2857","PRPF8",10,"nuclear body","23","spliceosomal complex II",10594,115842,"HGNC:17340","NM_006445","Q6P2Q9",TRUE,"PRPF8"
"2858","PRPH",5,"actin cytoskeleton, cytosol","16","STRIPAK complex",5630,111614,"HGNC:9461","NM_006262","P41219",TRUE,"PRPH"
"2859","PRR11",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",55771,120888,"HGNC:25619","NM_018304","Q96HE9",TRUE,"PRR11"
"2860","PRR12",9,"nucleoplasm","16","STRIPAK complex",57479,121549,"HGNC:29217","NM_020719","Q9ULL5",TRUE,"PRR12"
"2861","PRR14",2,"chromatin","-","-",78994,122465,"HGNC:28458","NM_024031","Q9BWN1",TRUE,"PRR14"
"2862","PRR14L",10,"nuclear body","22","chromatin, nucleoplasm",253143,128956,"HGNC:28738","NM_173566","Q5THK1",TRUE,"PRR14L"
"2863","PRR36",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",80164,123152,"HGNC:26172","NM_001190467","Q9H6K5",TRUE,"PRR36"
"2864","PRR5",1,"cell junction","20","cell junction, plasma membrane",55615,120755,"HGNC:31682","NM_001017528","P85299",TRUE,"PRR5"
"2865","PRR5-ARHGAP8",7,"endosome, lysosome","18","endosome, lysosome",553158,139293,"HGNC:34512","NM_181334","",TRUE,"PRR5-ARHGAP8"
"2866","PRRC2A",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",7916,113646,"HGNC:13918","NM_080686","P48634",TRUE,"PRRC2A"
"2867","PRRC2B",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",84726,124226,"HGNC:28121","NM_013318","Q5JSZ5",TRUE,"PRRC2B"
"2868","PRRC2C",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",23215,116822,"HGNC:24903","NM_015172","Q9Y520",TRUE,"PRRC2C"
"2869","PRRT4",11,"plasma membrane","1","no prediction",401399,135071,"HGNC:37280","NM_001114726","C9JH25",TRUE,"PRRT4"
"2870","PSD3",1,"cell junction","20","cell junction, plasma membrane",23362,116943,"HGNC:19093","NM_015310","Q9NYI0",TRUE,"PSD3"
"2871","PSEN1",11,"plasma membrane","-","-",5663,111642,"HGNC:9508","NM_000021","P49768",TRUE,"PSEN1"
"2872","PSIP1",2,"chromatin","22","chromatin, nucleoplasm",11168,116339,"HGNC:9527","NM_033222","O75475",TRUE,"PSIP1"
"2873","PSMC1",19,"miscellaneous","-","-",5700,111673,"HGNC:9547","NM_002802","P62191",TRUE,"PSMC1"
"2874","PSMC2",12,"centrosome","-","-",5701,111674,"HGNC:9548","NM_002803","P35998",TRUE,"PSMC2"
"2875","PSMC3",19,"miscellaneous","1","no prediction",5702,111675,"HGNC:9549","NM_002804","P17980",TRUE,"PSMC3"
"2876","PSMC4",19,"miscellaneous","-","-",5704,111677,"HGNC:9551","NM_006503","P43686",TRUE,"PSMC4"
"2877","PSMC5",19,"miscellaneous","-","-",5705,111678,"HGNC:9552","NM_002805","P62195",TRUE,"PSMC5"
"2878","PSMC6",19,"miscellaneous","-","-",5706,111679,"HGNC:9553","NM_002806","P62333",TRUE,"PSMC6"
"2879","PSMD1",16,"cytoplasmic ribonucleoprotein granule","1","no prediction",5707,111680,"HGNC:9554","NM_001191037","Q99460",TRUE,"PSMD1"
"2880","PSMD12",5,"actin cytoskeleton, cytosol","-","-",5718,111690,"HGNC:9557","NM_002816","O00232",TRUE,"PSMD12"
"2881","PSMD2",19,"miscellaneous","1","no prediction",5708,111681,"HGNC:9559","NM_002808","Q13200",TRUE,"PSMD2"
"2882","PSMD3",19,"miscellaneous","-","-",5709,111682,"HGNC:9560","NM_002809","O43242",TRUE,"PSMD3"
"2883","PSMD4",19,"miscellaneous","1","no prediction",5710,111683,"HGNC:9561","NM_002810","P55036",TRUE,"PSMD4"
"2884","PSMD6",19,"miscellaneous","-","-",9861,115195,"HGNC:9564","NM_014814","Q15008",TRUE,"PSMD6"
"2885","PSME2",8,"nucleolus","1","no prediction",5721,111693,"HGNC:9569","NM_002818","Q9UL46",TRUE,"PSME2"
"2886","PSME3",10,"nuclear body","22","chromatin, nucleoplasm",10197,115492,"HGNC:9570","NM_176863","P61289",TRUE,"PSME3"
"2887","PSMG1",18,"mitochondrial inner membrane, mitochondrial intermembrane space","-","-",8624,114179,"HGNC:3043","NM_003720","O95456",TRUE,"PSMG1"
"2888","PSPC1",10,"nuclear body","8","paraspeckles",55269,120558,"HGNC:20320","NM_001042414","Q8WXF1",TRUE,"PSPC1"
"2889","PSRC1",17,"microtubule cytoskeleton","15","microtubule cytoskeleton",84722,124224,"HGNC:24472","NM_032636","Q6PGN9",TRUE,"PSRC1"
"2890","PTAR1",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",375743,131995,"HGNC:30449","NM_001099666","Q7Z6K3",TRUE,"PTAR1"
"2891","PTBP1",10,"nuclear body","8","paraspeckles",5725,111697,"HGNC:9583","NM_002819","P26599",TRUE,"PTBP1"
"2892","PTBP2",10,"nuclear body","8","paraspeckles",58155,121796,"HGNC:17662","NM_001300985","Q9UKA9",TRUE,"PTBP2"
"2893","PTBP3",9,"nucleoplasm","-","-",9991,115312,"HGNC:10253","NM_001163788","O95758",TRUE,"PTBP3"
"2894","PTCD3",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",55037,120366,"HGNC:24717","NM_017952","Q96EY7",TRUE,"PTCD3"
"2895","PTCH1",20,"early endosome, recycling endosome","18","endosome, lysosome",5727,111699,"HGNC:9585","NM_000264","Q13635",TRUE,"PTCH1"
"2896","PTDSS1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",9791,115135,"HGNC:9587","NM_001290225","P48651",TRUE,"PTDSS1"
"2897","PTDSS2",3,"ER membrane","19","nuclear outer membrane-ER membrane network",81490,123499,"HGNC:15463","NM_001329544","Q9BVG9",TRUE,"PTDSS2"
"2898","PTGES2",18,"mitochondrial inner membrane, mitochondrial intermembrane space","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",80142,123135,"HGNC:17822","NM_001256335","Q9H7Z7",TRUE,"PTGES2"
"2899","PTK2",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",5747,111719,"HGNC:9611","NM_005607","Q05397",TRUE,"PTK2"
"2900","PTK7",11,"plasma membrane","20","cell junction, plasma membrane",5754,111721,"HGNC:9618","NM_002821","Q13308",TRUE,"PTK7"
"2901","PTPMT1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",114971,125402,"HGNC:26965","NM_175732","Q8WUK0",TRUE,"PTPMT1"
"2902","PTPN1",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",5770,111736,"HGNC:9642","NM_001278618","P18031",TRUE,"PTPN1"
"2903","PTPN12",5,"actin cytoskeleton, cytosol","20","cell junction, plasma membrane",5782,111746,"HGNC:9645","NM_001131008","Q05209",TRUE,"PTPN12"
"2904","PTPN13",1,"cell junction","20","cell junction, plasma membrane",5783,111747,"HGNC:9646","NM_006264","Q12923",TRUE,"PTPN13"
"2905","PTPN14",1,"cell junction","20","cell junction, plasma membrane",5784,111748,"HGNC:9647","NM_005401","Q15678",TRUE,"PTPN14"
"2906","PTPN2",15,"nuclear outer membrane-ER membrane network","19","nuclear outer membrane-ER membrane network",5771,111737,"HGNC:9650","NM_002828","P17706",TRUE,"PTPN2"
"2907","PTPN23",5,"actin cytoskeleton, cytosol","6","clathrin coat",25930,117430,"HGNC:14406","NM_015466","Q9H3S7",TRUE,"PTPN23"
"2908","PTPN9",7,"endosome, lysosome","18","endosome, lysosome",5780,111744,"HGNC:9661","NM_002833","P43378",TRUE,"PTPN9"
"2909","PTPRF",11,"plasma membrane","20","cell junction, plasma membrane",5792,111756,"HGNC:9670","NM_001329137","P10586",TRUE,"PTPRF"
"2910","PTPRG",11,"plasma membrane","20","cell junction, plasma membrane",5793,111757,"HGNC:9671","NM_002841","P23470",TRUE,"PTPRG"
"2911","PTPRJ",20,"early endosome, recycling endosome","18","endosome, lysosome",5795,111759,"HGNC:9673","NM_001098503","Q12913",TRUE,"PTPRJ"
"2912","PTPRK",6,"ER lumen","4","ER lumen",5796,111760,"HGNC:9674","NM_001135648","Q15262",TRUE,"PTPRK"
"2913","PTRH2",13,"mitochondrial outer membrane, peroxisome","-","-",51651,119659,"HGNC:24265","NM_016077","Q9Y3E5",TRUE,"PTRH2"
"2914","PUF60",10,"nuclear body","22","chromatin, nucleoplasm",22827,116502,"HGNC:17042","NM_014281","Q9UHX1",TRUE,"PUF60"
"2915","PUM1",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",9698,115050,"HGNC:14957","NM_001020658","Q14671",TRUE,"PUM1"
"2916","PUM2",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",23369,116949,"HGNC:14958","NM_015317","Q8TB72",TRUE,"PUM2"
"2917","PUM3",8,"nucleolus","3","splicing speckles, nucleolus",9933,115259,"HGNC:29676","NM_014878","Q15397",TRUE,"PUM3"
"2918","PUS1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",80324,123236,"HGNC:15508","NM_025215","Q9Y606",TRUE,"PUS1"
"2919","PUS7",2,"chromatin","22","chromatin, nucleoplasm",54517,120011,"HGNC:26033","NM_019042","Q96PZ0",TRUE,"PUS7"
"2920","PWP2",8,"nucleolus","3","splicing speckles, nucleolus",5822,111780,"HGNC:9711","NM_005049","Q15269",TRUE,"PWP2"
"2921","PWWP2A",2,"chromatin","22","chromatin, nucleoplasm",114825,125375,"HGNC:29406","NM_001130864","Q96N64",TRUE,"PWWP2A"
"2922","PXDN",6,"ER lumen","4","ER lumen",7837,113596,"HGNC:14966","NM_012293","Q92626",TRUE,"PXDN"
"2923","PXN",5,"actin cytoskeleton, cytosol","-","-",5829,111787,"HGNC:9718","NM_002859","P49023",TRUE,"PXN"
"2924","PYCR1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",5831,111789,"HGNC:9721","NM_001282279","P32322",TRUE,"PYCR1"
"2925","PYCR2",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",29920,118962,"HGNC:30262","NM_013328","Q96C36",TRUE,"PYCR2"
"2926","PYM1",16,"cytoplasmic ribonucleoprotein granule","-","-",84305,124031,"HGNC:30258","NM_032345","Q9BRP8",TRUE,"PYM1"
"2927","QARS",19,"miscellaneous","-","-",5859,111797,"HGNC:9751","NM_005051","P47897",FALSE,"QARS1"
"2928","QKI",10,"nuclear body","8","paraspeckles",9444,114834,"HGNC:21100","NM_006775","Q96PU8",TRUE,"QKI"
"2929","QRSL1",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",55278,120566,"HGNC:21020","NM_018292","Q9H0R6",TRUE,"QRSL1"
"2930","QSER1",2,"chromatin","22","chromatin, nucleoplasm",79832,122924,"HGNC:26154","NM_024774","Q2KHR3",TRUE,"QSER1"
"2931","QSOX2",13,"mitochondrial outer membrane, peroxisome","4","ER lumen",169714,127987,"HGNC:30249","NM_181701","Q6ZRP7",TRUE,"QSOX2"
"2932","QTRT2",4,"mitochondrial matrix","21","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",79691,122812,"HGNC:25771","NM_024638","Q9H974",TRUE,"QTRT2"
"2933","R3HCC1L",5,"actin cytoskeleton, cytosol","1","no prediction",27291,118115,"HGNC:23512","NM_014472","Q7Z5L2",TRUE,"R3HCC1L"
"2934","R3HDM1",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",23518,117065,"HGNC:9757","NM_015361","Q15032",TRUE,"R3HDM1"
"2935","R3HDM2",16,"cytoplasmic ribonucleoprotein granule","13","cytoplasmic ribonucleoprotein granule",22864,116532,"HGNC:29167","NM_014925","Q9Y2K5",TRUE,"R3HDM2"
"2936","RAB10",11,"plasma membrane","1","no prediction",10890,116096,"HGNC:9759","NM_016131","P61026",TRUE,"RAB10"
"2937","RAB11A",15,"nuclear outer membrane-ER membrane network","1","no prediction",8766,114299,"HGNC:9760","NM_001206836","P62491",TRUE,"RAB11A"
"2938","RAB11B",15,"nuclear outer membrane-ER membrane network","-","-",9230,114661,"HGNC:9761","NM_004218","Q15907",TRUE,"RAB11B"
"2939","RAB11FIP1",20,"early endosome, recycling endosome","18","endosome, lysosome",80223,123189,"HGNC:30265","NM_025151","Q6WKZ4",TRUE,"RAB11FIP1"
"2940","RAB11FIP2",20,"early endosome, recycling endosome","18","endosome, lysosome",22841,116514,"HGNC:29152","NM_014904","Q7L804",TRUE,"RAB11FIP2"
"2941","RAB11FIP3",20,"early endosome, recycling endosome","18","endosome, lysosome",9727,115076,"HGNC:17224","NM_014700","O75154",TRUE,"RAB11FIP3"
"2942","RAB11FIP5",20,"early endosome, recycling endosome","18","endosome, lysosome",26056,117518,"HGNC:24845","NM_015470","Q9BXF6",TRUE,"RAB11FIP5"
"2943","RAB12",14,"Golgi apparatus","-","-",201475,128387,"HGNC:31332","NM_001025300","Q6IQ22",TRUE,"RAB12"
"2944","RAB13",7,"endosome, lysosome","1","no prediction",5872,111810,"HGNC:9762","NM_002870","P51153",TRUE,"RAB13"
"2945","RAB14",13,"mitochondrial outer membrane, peroxisome","1","no prediction",51552,119605,"HGNC:16524","NM_016322","P61106",TRUE,"RAB14"
"2946","RAB18",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",22931,116591,"HGNC:14244","NM_021252","Q9NP72",TRUE,"RAB18"
"2947","RAB19",20,"early endosome, recycling endosome","1","no prediction",401409,135075,"HGNC:19982","NM_001008749","A4D1S5",TRUE,"RAB19"
"2948","RAB1A",13,"mitochondrial outer membrane, peroxisome","1","no prediction",5861,111799,"HGNC:9758","NM_004161","P62820",TRUE,"RAB1A"
"2949","RAB1B",13,"mitochondrial outer membrane, peroxisome","1","no prediction",81876,123619,"HGNC:18370","NM_030981","Q9H0U4",TRUE,"RAB1B"
"2950","RAB21",13,"mitochondrial outer membrane, peroxisome","-","-",23011,116653,"HGNC:18263","NM_014999","Q9UL25",TRUE,"RAB21"
"2951","RAB22A",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",57403,121505,"HGNC:9764","NM_020673","Q9UL26",TRUE,"RAB22A"
"2952","RAB23",11,"plasma membrane","20","cell junction, plasma membrane",51715,119694,"HGNC:14263","NM_001278666","Q9ULC3",TRUE,"RAB23"
"2953","RAB24",13,"mitochondrial outer membrane, peroxisome","2","mitochondrial outer membrane, peroxisome",53917,119817,"HGNC:9765","NM_130781","Q969Q5",TRUE,"RAB24"
