"","Suggested.Symbol","U1","S1","U2","S2","U3","S3","U4","S4","U5","S5","U6","S6","U7","S7","U8","S8","U9","S9","U10","S10","U11","S11","name","ID"
"2299","ACTR2",13370,1400.1,14001,7540.2,NA,NA,85848,15032,48240,5026.4,18487,7976.2,71550,10538,NA,NA,126440,1172.4,13323,NA,62571,5641.8,"ACTR2","P61160"
"2300","ACTR1A",5113,4001.9,23362,12177,14129,9003.9,NA,NA,24929,1324.3,47094,6675.4,22322,2318.7,38284,8814.4,16681,723.21,2424,425.55,14497,1725.2,"ACTR1A","P61163"
"2301","COPS2",NA,NA,NA,NA,5701.8,NA,3577.1,792.97,4827.3,NA,727.68,1021.7,2173.3,652.04,5791.2,994.49,4270.6,NA,812,NA,1905.3,495.63,"COPS2","P61201"
"2302","ABCE1",609.78,NA,2424.5,NA,3528.1,NA,6537.2,200.24,4246.1,NA,3982,142.82,1813.8,NA,8139.7,1839.1,6339.8,NA,NA,NA,289.41,NA,"ABCE1","P61221"
"2303","RAP1B",252700,63499,233050,105610,456850,71186,641070,123720,252630,46089,NA,NA,563270,138710,NA,NA,1628900,72757,228560,68268,607430,102650,"RAP1B","P61224"
"2304","RAP2B",75773,22199,59444,23806,136810,17241,119120,39544,68560,17348,46901,42790,132870,28864,125150,15020,234950,8219,73969,14646,95135,17690,"RAP2B","P61225"
"2305","RPS3A",38435,16024,8628.4,5245.8,48897,50951,31356,19971,36819,18969,NA,NA,7256.5,1176.5,NA,NA,14262,7808.8,5623.2,954.18,9037.8,8329.3,"RPS3A","P61247"
"2306","RPL26",2831.2,598.21,1709.1,NA,1366.6,NA,NA,1788.5,48977,1942.4,30188,NA,NA,NA,1486.3,3324.9,NA,NA,NA,NA,318.04,2722.2,"RPL26","P61254"
"2307","PSME3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSME3","P61289"
"2308","RPL15",124600,12684,126920,10502,91304,8425.1,51344,15317,NA,NA,NA,NA,17088,7648.2,41644,14115,25521,NA,751.88,1394.8,NA,NA,"RPL15","P61313"
"2309","MAGOH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.7,NA,NA,NA,NA,NA,NA,"MAGOH","P61326"
"2310","RPL27",35783,5232.7,17664,NA,NA,11986,13286,NA,72041,34789,174860,5461.6,4137.3,16852,42802,3203.8,13610,NA,1016.7,NA,6385.5,5533.8,"RPL27","P61353"
"2311","ATP6V0D1",46270,10574,4855,7595.9,23823,5393.4,52356,9233.8,32586,7650.6,6534.7,10571,24736,NA,24008,NA,5233.8,NA,8110.9,NA,22416,2325.1,"ATP6V0D1","P61421"
"2312","PCBD1",NA,NA,NA,NA,NA,NA,NA,NA,8550.9,NA,NA,NA,NA,NA,9555.4,NA,NA,NA,356.45,NA,NA,NA,"PCBD1","P61457"
"2313","RPL37A",5260.4,NA,6798.8,NA,NA,NA,13609,NA,18994,NA,23244,NA,9097.1,NA,25822,5190.1,20445,NA,6510.8,NA,1100.9,NA,"RPL37A","P61513"
"2314","RHOA",151810,68377,238040,89077,429930,97269,541060,148980,237790,56860,240620,96172,406770,45094,638620,72650,1466800,85564,169400,43034,342160,92952,"RHOA","P61586"
"2315","RND3",NA,NA,NA,NA,NA,NA,NA,NA,3541.5,NA,NA,NA,NA,NA,694.08,NA,15023,NA,NA,NA,NA,NA,"RND3","P61587"
"2316","NCALD",NA,NA,NA,NA,2885.2,NA,7054.2,NA,NA,NA,NA,NA,1293.5,NA,1151.9,NA,1214.6,NA,NA,NA,1312.8,NA,"NCALD","P61601"
"2317","HSPE1",5597.4,27100,NA,17388,NA,7994.2,7039.1,882.22,46136,40074,NA,10125,3362.6,7145.9,4616.4,NA,3325.8,NA,2639.9,6642.8,10836,59022,"HSPE1","P61604"
"2318","SEC61A1",91312,15334,63246,2652.7,30172,NA,19574,4673.3,62245,3258.7,115170,NA,6775.4,NA,4337.3,NA,783.2,NA,2524.8,NA,10041,3332.7,"SEC61A1","P61619"
"2319","LYZ",6293.9,7808.6,3457.6,6940,3061.7,8410.6,84852,4448.3,1866.1,9506.3,NA,NA,42217,20451,13534,NA,11715,NA,21691,5110.6,93601,5970.3,"LYZ","P61626"
"2320","VBP1",49084,NA,NA,NA,NA,NA,4097.6,NA,68744,1535.4,NA,NA,1663.9,NA,11776,NA,10964,NA,NA,NA,1062.4,NA,"VBP1","P61758"
"2321","STXBP1",NA,NA,NA,NA,7526.6,372.59,4885.6,4635.8,4520.6,NA,1228.3,NA,4482.3,1482.2,1123.5,NA,7893.1,NA,409.07,NA,1693.4,NA,"STXBP1","P61764"
"2322","B2M",NA,NA,275660,380930,NA,NA,989040,174870,NA,NA,NA,NA,894270,84270,NA,NA,NA,NA,986430,252140,NA,NA,"B2M","P61769"
"2323","DAD1",NA,41011,NA,29890,18009,24400,61371,30107,NA,20405,NA,16124,35734,NA,9831.3,NA,NA,NA,23025,16310,55369,10983,"DAD1","P61803"
"2324","NPC2",NA,1292,NA,3400.2,NA,NA,51261,2189.2,NA,NA,NA,NA,15767,NA,5579,NA,3748.7,NA,7367.1,NA,33645,1922.6,"NPC2","P61916"
"2325","COPZ1",28088,4845.3,10043,8083.9,34023,27246,32898,12022,13830,3614.2,7399.2,23490,7944.8,4658.5,9848.1,NA,10862,NA,3436.6,NA,20633,6482.2,"COPZ1","P61923"
"2326","AP1S1",NA,NA,NA,NA,NA,NA,1806.8,NA,4422.3,3243.9,NA,NA,1648.9,NA,3436.5,NA,4901.8,NA,NA,NA,2439.2,NA,"AP1S1","P61966"
"2327","NUTF2",3313.4,NA,4097.3,NA,20243,NA,10207,NA,7484.3,NA,3612,2335.6,4569.3,NA,24364,11910,16461,NA,NA,NA,21268,NA,"NUTF2","P61970"
"2328","HNRNPK",NA,NA,9214.5,6392.8,NA,NA,22413,8470.1,59081,25794,NA,NA,8647.1,7042.2,NA,NA,31492,1150.4,3029.5,1076.4,5565.2,2229,"HNRNPK","P61978"
"2329","YWHAG",89998,9525.4,72470,42855,NA,NA,176730,52976,91732,41405,49977,80028,165030,34586,NA,NA,318430,29945,69041,6707.6,NA,NA,"YWHAG","P61981"
"2330","RRAS2",16743,10059,43297,24769,57212,21937,47271,31259,99964,20086,43808,30302,109380,57417,90197,9703.6,100960,6548.5,30377,13597,27663,17654,"RRAS2","P62070"
"2331","TSPAN5",NA,NA,NA,NA,NA,NA,1927.3,NA,NA,NA,NA,NA,1855.1,NA,NA,NA,4545,NA,NA,NA,963.3,NA,"TSPAN5","P62079"
"2332","RPS7",7739.7,6874.1,11728,3074.7,15171,15354,22792,6454.5,31417,7710,21397,14755,11817,7250.2,85273,24439,35472,3599.5,5820.1,2176.4,10576,4351.8,"RPS7","P62081"
"2333","PPP1CA",9910.4,2474.9,20351,1671,16364,3538.1,22820,4329.8,21699,1292.5,10713,6163.9,13121,3351.1,22796,4005.5,55635,NA,9329.6,NA,19380,2839.9,"PPP1CA","P62136"
"2334","PPP1CB",76924,31683,43021,45506,NA,NA,166190,42703,82446,45135,NA,NA,98433,51826,NA,NA,494950,17555,75979,17938,113540,26884,"PPP1CB","P62140"
"2335","NCS1",1262.5,NA,NA,NA,NA,NA,NA,NA,2224.9,NA,NA,NA,1377.8,NA,1121.6,NA,6851.5,NA,NA,NA,365.46,NA,"NCS1","P62166"
"2336","PSMC1",1122.6,NA,NA,NA,6213.1,NA,6330.6,NA,1994.4,NA,NA,NA,1150.5,945.94,14859,NA,11294,NA,333.72,NA,2074,193.54,"PSMC1","P62191"
"2337","PSMC5",1958.7,508.3,1250.9,NA,11909,2618.9,7745.8,653.26,7225.2,2254.6,NA,NA,3459.9,NA,11866,739.41,10709,NA,319.42,NA,2387,410.59,"PSMC5","P62195"
"2338","RPS8",NA,22148,NA,22748,25112,39674,58508,15258,2785.6,38879,5222.2,39916,18880,34545,80573,18677,21791,3446.9,3820.5,6700.2,27934,22816,"RPS8","P62241"
"2339","RPS15A",9082.4,2959.7,5595.4,NA,15885,17149,18009,4604.5,13913,4437.9,25488,16534,4598.1,NA,NA,NA,15934,NA,NA,NA,2824.5,1038.1,"RPS15A","P62244"
"2340","RPS16",27026,21534,1773.5,9796.1,52490,61526,26589,14797,19000,31700,NA,NA,11579,12290,NA,NA,23242,7106.2,1334.8,4616.9,2642.7,17917,"RPS16","P62249"
"2341","YWHAE",NA,NA,354070,153020,NA,NA,632760,193940,NA,NA,NA,NA,592850,215190,NA,NA,945580,70279,259730,142630,NA,NA,"YWHAE","P62258"
"2342","RPS14",27748,10380,NA,8288.7,46080,68841,35607,13128,14820,19826,NA,44704,16320,23022,NA,NA,34515,8079.2,4600.4,NA,NA,NA,"RPS14","P62263"
"2343","RPS23",7315.5,5429.6,NA,9160,28335,15973,9854.4,7082.1,NA,12202,4377.8,10659,4504.5,8721.5,25127,14374,7771.7,NA,653.94,NA,3525.2,9874.7,"RPS23","P62266"
"2344","RPS18",66395,54275,NA,30302,56124,53435,28657,21602,54859,62625,NA,NA,14153,14035,NA,NA,23589,5124.7,710.93,NA,NA,NA,"RPS18","P62269"
"2345","RPS29",42859,NA,NA,NA,18687,NA,5918.6,NA,NA,NA,5704.9,NA,NA,NA,9339.6,NA,8404.7,NA,NA,NA,2902.6,2582,"RPS29","P62273"
"2346","RPS13",37012,21921,20068,18655,40982,49449,25579,14765,49870,50143,100240,48260,9674.9,20369,NA,NA,40231,11245,1438.7,NA,12955,16050,"RPS13","P62277"
"2347","RPS11",94047,29219,66250,13412,161760,32005,70288,18919,185450,47268,228890,26292,21240,6375.8,82799,20323,40555,2247.6,5198.2,NA,NA,NA,"RPS11","P62280"
"2348","SNRPE",NA,25982,NA,NA,13955,5741,10576,NA,NA,8061.9,2606.7,9081.7,7989.5,NA,33549,38296,22962,NA,1958,NA,5377.3,7745.7,"SNRPE","P62304"
"2349","SNRPF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNRPF","P62306"
"2350","LSM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LSM3","P62310"
"2351","SNRPD1",26716,3845.4,NA,NA,7987.6,NA,3924.2,NA,18890,5910.3,20946,3137.2,NA,NA,16446,8226.6,10213,NA,NA,NA,2008,628.52,"SNRPD1","P62314"
"2352","SNRPD2",6697.9,NA,6023.5,NA,NA,NA,NA,NA,NA,NA,28197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SNRPD2","P62316"
"2353","SNRPD3",NA,4729,NA,NA,NA,NA,3088.4,4228.5,2345.4,5386.5,5691,NA,2523.7,NA,7088.3,6708.5,4056.5,NA,NA,NA,2123,4589.8,"SNRPD3","P62318"
"2354","TMSB4X",408270,88054,555790,81781,2183200,379140,873920,245980,980500,124050,799700,719850,741310,1238100,122520,55050,1888700,164350,302570,170320,302410,88940,"TMSB4X","P62328"
"2355","ARF6",104420,40585,32289,24463,91732,23816,162040,43660,43305,38777,28529,30375,102000,31933,112320,17999,326960,21109,25305,17568,103710,28978,"ARF6","P62330"
"2356","PSMC6",4236.9,NA,5476.3,NA,14037,562.44,14462,NA,11279,894.39,10333,NA,4307.1,NA,21003,NA,13106,NA,NA,NA,4931.7,NA,"PSMC6","P62333"
"2357","SELENOT",36567,650.66,14089,NA,15252,NA,9770.6,NA,37542,NA,33749,NA,1174.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SELT","P62341"
"2358","RPL7A",173480,6363,90837,10323,89432,7365.4,76953,7566.4,241690,25397,340210,15580,11444,6638.7,62727,9204.2,21985,NA,2042.5,NA,8354.5,7559.6,"RPL7A","P62424"
"2359","ETF1",NA,NA,3574.8,NA,NA,NA,698.51,NA,4936.6,NA,NA,NA,468.17,NA,1467.2,NA,1332.1,NA,NA,NA,NA,NA,"ETF1","P62495"
"2360","CNBP",NA,NA,NA,NA,NA,NA,1273.9,NA,498.89,NA,394.03,NA,749.97,NA,6422.4,NA,3444,NA,199.86,NA,424.72,NA,"CNBP","P62633"
"2361","RPS4X",35712,40430,15701,7760.3,90548,34293,64904,14043,80138,22793,NA,NA,11289,25564,NA,NA,50736,1273.7,357.85,4445.3,10446,8488,"RPS4X","P62701"
"2362","ACTA2",NA,NA,NA,NA,NA,NA,1833.1,NA,NA,NA,2525.1,NA,751.01,NA,676.43,NA,NA,NA,NA,NA,1166.9,NA,"ACTA2","P62736"
"2363","RHOB",24454,5244.4,2750.7,NA,52776,NA,7784.7,10418,3504.7,NA,NA,10609,5069.9,NA,44524,NA,76776,NA,10332,4209.9,23562,NA,"RHOB","P62745"
"2364","RPL23A",7975.2,2563.9,NA,NA,NA,4414.1,922.07,NA,NA,5981.6,NA,NA,836.61,10639,6340.6,NA,937.35,NA,NA,NA,NA,NA,"RPL23A","P62750"
"2365","RPS6",NA,10580,NA,3235.4,6291.6,5069.1,10926,NA,NA,21661,NA,4340.6,4078.2,12814,11983,13601,6337.9,NA,1280.2,NA,2535.4,1991.6,"RPS6","P62753"
"2366","H4C1",1136700,2001200,24890,1025600,NA,NA,2198500,1935800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HIST1H4A","P62805"
"2367","RAB1A",NA,NA,NA,38055,NA,NA,155830,48536,230340,32316,NA,NA,116330,37352,NA,NA,NA,NA,56516,26021,97515,35014,"RAB1A","P62820"
"2368","RAN",30438,8787.3,24302,NA,25056,27793,55809,16074,NA,12764,43286,10030,32520,6369.2,NA,NA,100670,12292,8450.2,NA,49951,12531,"RAN","P62826"
"2369","RPL23",68025,20920,17787,24263,127910,62461,54159,28304,57782,22348,NA,NA,22414,19469,NA,NA,46184,8756.7,5360.7,7857.1,18068,4222.9,"RPL23","P62829"
"2370","RAP1A",32251,11231,20787,NA,47272,9907.1,143350,NA,22461,8070,20216,18118,133770,22347,205000,6775.5,387920,NA,61915,8814.5,116280,NA,"RAP1A","P62834"
"2371","RPS15",40356,NA,7670.7,NA,4352.8,6673.2,15011,3124.9,48803,NA,109200,7325.6,3217.4,NA,35288,5760.6,12172,NA,372.58,NA,9396.8,NA,"RPS15","P62841"
"2372","RPS24",4900.2,12739,NA,6233.3,23546,46854,26071,13621,6602.1,19246,10079,40386,10499,23572,43147,13269,36098,NA,NA,NA,5110.1,6429.8,"RPS24","P62847"
"2373","RPS25",NA,NA,NA,NA,NA,10669,7930.5,NA,NA,NA,44371,9502.3,5565,37444,23367,5529.4,12160,NA,873.67,NA,4838.1,NA,"RPS25","P62851"
"2374","RPS26",34027,15638,11847,15490,62083,54755,31948,12934,53306,27812,66667,33853,15796,22122,57671,21730,27559,7785.1,3481.7,6165.8,12826,15039,"RPS26","P62854"
"2375","RPS28",14640,2674.9,NA,NA,12795,NA,14826,4272,20068,38077,NA,NA,27259,36900,9661.1,NA,6028.4,NA,11131,NA,18169,2613.2,"RPS28","P62857"
"2376","GNB1",597060,54145,532070,85522,751610,66888,646550,147330,750860,87889,498930,75394,516890,71951,683480,63432,1191700,60619,207440,60218,NA,NA,"GNB1","P62873"
"2377","RBX1",6134.8,NA,20603,NA,10061,NA,NA,NA,28456,17041,19193,NA,NA,14186,953.76,NA,3694.2,NA,NA,NA,NA,NA,"RBX1","P62877"
"2378","GNB2",906360,172910,553570,220410,1572100,131880,1161300,361890,NA,NA,448560,248460,1074600,271470,NA,NA,2343800,92390,474410,93606,978970,312680,"GNB2","P62879"
"2379","RPL30",41380,6277,31982,7653.6,15312,7952.5,59105,13432,64994,15415,219890,8243.9,16192,2917.8,91678,30386,19842,3244.5,4166,NA,20219,17553,"RPL30","P62888"
"2380","RPL10A",2949.7,7637.5,8431.5,NA,NA,NA,23602,8072.9,11283,6665.1,23860,27159,12319,NA,66250,10908,24077,3005.9,3125.7,NA,7413.6,2630.8,"RPL10A","P62906"
"2381","RPL32",78140,8206.3,45200,9162.5,54972,NA,19005,7121.3,117130,20273,142540,7343.8,9931.5,8724.2,38904,10132,15219,NA,2662,NA,9772.8,7341.9,"RPL32","P62910"
"2382","RPL11",31944,8147.8,15174,12053,42381,29456,21383,5031.1,27247,12431,NA,NA,8225.4,NA,NA,NA,15745,NA,1232.6,NA,6539.4,3945.8,"RPL11","P62913"
"2383","RPL8",29569,3088.5,38126,5380.9,23162,4262.8,12816,5846.4,44477,17329,152540,6775.4,7345.5,3725.2,22625,5063.5,10621,1440.4,964.46,739.53,5039.3,4804.8,"RPL8","P62917"
"2384","FKBP1A",119270,NA,59024,14962,151370,NA,153230,NA,143950,44337,69656,NA,189470,NA,192730,NA,196280,NA,77350,25815,NA,NA,"FKBP1A","P62942"
"2385","RPS27A",229490,216190,87336,475790,NA,NA,536530,482770,145470,439160,NA,NA,695090,332230,NA,NA,688200,393150,354550,295780,595810,210540,"RPS27A","P62979"
"2386","GRB2",17072,1658.5,12345,2771.7,15488,977.73,27470,2782.3,18007,1763.3,1924,2353.9,19267,NA,36676,3496.9,66847,1949.9,7765.1,1317.6,17101,1517.6,"GRB2","P62993"
"2387","TRA2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRA2B","P62995"
"2388","RAC1",123240,33633,306610,118750,238340,66349,334790,91605,191270,27533,153810,52203,365240,67813,498280,87452,1003800,43687,129250,8615.6,304910,83018,"RAC1","P63000"
"2389","AP2B1",44973,6130.5,23801,8582.2,75555,14275,71985,9354.7,65459,7495.9,57031,14609,43135,7625.8,38012,4895.9,76151,465.51,12037,638.31,21135,4487.5,"AP2B1","P63010"
"2390","VAMP2",NA,NA,NA,NA,38835,NA,NA,NA,22981,4464.8,NA,46845,NA,NA,5119.5,NA,NA,NA,3904.3,NA,11069,NA,"VAMP2","P63027"
"2391","GNAI1",14794,6173.3,5672.8,8125.6,24285,11690,35649,13441,11009,14612,21774,7528.5,32601,7807.5,31903,3920.6,36693,1936.7,9907.5,2185.1,27091,8719.9,"GNAI1","P63096"
"2392","PPP3R1",NA,NA,NA,NA,NA,NA,4994.7,NA,NA,NA,NA,NA,2026.2,NA,1982.2,NA,9557.5,NA,NA,NA,692.36,NA,"PPP3R1","P63098"
"2393","YWHAZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YWHAZ","P63104"
"2394","PPP2R2A",NA,NA,NA,NA,1089.1,NA,5905.9,NA,1618.1,185.52,NA,405.47,3431.5,NA,1450.4,NA,12354,NA,178.6,NA,956.47,NA,"PPP2R2A","P63151"
"2395","SUMO1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1375.5,757.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUMO1","P63165"
"2396","DYNLL1",31496,15082,56056,5675.5,17296,23874,81071,19055,127710,14616,NA,NA,31015,8026.6,36553,7533.6,61017,2699.5,8528.4,3665,32513,6843.8,"DYNLL1","P63167"
"2397","DYNLT1",1887.9,NA,4940.2,NA,31433,990.18,17860,5794.8,18375,1470.4,9564.1,11444,7107.7,NA,6858.2,NA,14193,NA,NA,NA,2153.1,5029.2,"DYNLT1","P63172"
"2398","RPL38",37562,NA,26780,NA,65300,11939,24281,NA,65985,NA,119410,14629,7050.6,NA,75766,18446,28922,NA,NA,NA,4650.9,NA,"RPL38","P63173"
"2399","SKP1",2765.3,2688.2,4675.4,2467.6,6319.5,3510.6,29853,4007.4,8127.9,4641.2,5525.2,3824.3,10476,3058.9,12238,NA,22676,NA,10304,NA,20735,2233.6,"SKP1","P63208"
"2400","GNG5",28125,NA,116730,NA,52223,NA,306630,NA,65917,NA,47172,NA,282110,NA,527970,5223.3,1117700,NA,86276,7946.1,380170,13181,"GNG5","P63218"
"2401","RPS21",NA,NA,NA,NA,8635.5,NA,16762,NA,NA,7294.5,NA,4920.6,5758.4,NA,16780,NA,3726.2,NA,4025.3,NA,4438,1603.9,"RPS21","P63220"
"2402","EIF5A",63239,17643,55294,13574,181050,12858,NA,NA,118660,13218,87547,49603,56537,19626,NA,NA,222720,9613.6,15754,1943.1,29825,6931,"EIF5A","P63241"
"2403","RACK1",NA,NA,11482,953.39,NA,NA,25906,5737.9,NA,NA,NA,NA,8793.3,2458.4,NA,NA,NA,NA,5574.3,1072.2,7865.1,1338.5,"GNB2L1","P63244"
"2404","ACTG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACTG1","P63261"
"2405","UBE2I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UBE2I","P63279"
"2406","TMSB10",NA,NA,NA,NA,NA,NA,3549.4,NA,94590,NA,NA,NA,11111,52850,NA,NA,32096,NA,NA,32655,8236.7,NA,"TMSB10","P63313"
"2407","TNNC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TNNC1","P63316"
"2408","PPP2CA",5486.8,NA,11916,3296.2,11864,1743.5,37086,NA,12776,3630.8,5890.4,4404,34077,3349.7,31254,7779.2,62622,7815.5,10685,NA,37020,6372.3,"PPP2CA","P67775"
"2409","YBX1",5421.8,3055.4,1917,4271.4,NA,NA,19792,3992.9,3984.7,17995,NA,NA,11659,8186.4,NA,NA,16036,4141.4,7441.5,3585.6,7553.5,5889.6,"YBX1","P67809"
"2410","SEC11A",148140,19404,69083,4398.9,69563,5864.6,43666,12603,63500,NA,117680,3465.5,14264,1838.5,1281.3,NA,1452,NA,5038,NA,9417.7,1439.2,"SEC11A","P67812"
"2411","CSNK2B",26117,2944.6,20005,NA,41701,NA,21090,NA,8189.2,NA,NA,NA,6686.7,NA,14351,NA,13678,NA,1316.7,NA,5681.2,6583.4,"CSNK2B","P67870"
"2412","TPM4",NA,NA,36213,12974,NA,NA,NA,NA,NA,NA,NA,NA,16227,7059.5,NA,NA,NA,NA,12753,7516.1,45779,12707,"TPM4","P67936"
"2413","ACTC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACTC1","P68032"
"2414","UBE2L3",50816,1451.4,6602.4,NA,57012,NA,47759,9746.2,61011,12345,7494.4,26422,30963,NA,29681,NA,90228,NA,15673,NA,14544,724.24,"UBE2L3","P68036"
"2415","EEF1A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124780,73757,NA,NA,"EEF1A1","P68104"
"2416","ACTA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACTA1","P68133"
"2417","TUBA1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178370,111070,NA,NA,"TUBA1B","P68363"
"2418","TUBA4A",NA,1743.7,NA,NA,NA,3966.8,11240,2858.9,NA,6343,NA,4340.9,1255.7,1397.5,17419,8764.6,13911,NA,NA,NA,693.28,NA,"TUBA4A","P68366"
"2419","TUBB4B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273730,113050,NA,NA,NA,NA,145200,72290,NA,NA,"TUBB4B","P68371"
"2420","CSNK2A1",34927,4633.5,21254,2664.1,22388,5798.3,19931,473.03,37205,9846.2,77395,11005,11306,NA,22027,2053.2,17096,NA,2653.4,NA,NA,NA,"CSNK2A1","P68400"
"2421","PAFAH1B2",NA,6609.8,2002.2,3432.6,17911,17157,5835.6,5380.3,49186,16288,11418,20001,10765,16436,27639,23308,33592,9010.7,1783.8,7693.8,6574.1,4655.4,"PAFAH1B2","P68402"
"2422","H3C1",35828,22467,NA,20561,24598,13120,153060,116800,19598,NA,NA,6766.9,202840,25381,NA,NA,49066,26762,65091,48294,5275.2,9815.6,"HIST1H3A","P68431"
"2423","HBB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HBB","P68871"
"2424","NOMO2",49.571,NA,133.23,NA,NA,NA,NA,NA,29.532,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NOMO2","Q5JPE7"
"2425","HBG1",NA,NA,NA,NA,NA,NA,NA,NA,15043,NA,NA,NA,NA,NA,3362.3,NA,NA,NA,NA,NA,6125.1,NA,"HBG1","P69891"
"2426","HBG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HBG2","P69892"
"2427","HBA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HBA1","P69905"
"2428","CXADR",12395,998.23,NA,2733.1,40626,1835.7,38255,2119.9,11780,NA,566.61,6214.8,39966,3007,15930,NA,60431,2168.2,16207,NA,11527,NA,"CXADR","P78310"
"2429","SIRPA",5968.9,926.93,20175,10206,13321,981.05,14727,2851.6,4780.4,NA,9374,3040,16193,1370.1,18289,NA,86102,3424.5,2904.7,1539,12842,2496.1,"SIRPA","P78324"
"2430","EIF4G2",814.89,121.37,595.57,NA,1859.7,849.67,1752.7,NA,1965.2,NA,NA,715.43,684.12,NA,2422.8,NA,1441.1,NA,NA,NA,554.94,112.9,"EIF4G2","P78344"
"2431","GTF2I",NA,674.89,NA,NA,NA,NA,NA,NA,NA,NA,309.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150.5,7679.4,"GTF2I","P78347"
"2432","PIP4K2B",2371.4,NA,3063.4,NA,NA,NA,1993.8,NA,2624,NA,339.02,NA,916.54,NA,1032.3,NA,4655.3,NA,372.92,NA,1238.6,NA,"PIP4K2B","P78356"
"2433","CSNK1G2",NA,NA,NA,NA,6510.5,NA,974.55,NA,NA,NA,NA,NA,404.99,NA,746.52,NA,6355.7,NA,NA,NA,NA,NA,"CSNK1G2","P78368"
"2434","CLDN10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLDN10","P78369"
"2435","CCT2",22609,17758,NA,NA,40760,6839,47216,21610,NA,NA,NA,NA,21986,6211.7,75522,40466,71521,9537.5,15242,1935.6,NA,NA,"CCT2","P78371"
"2436","SLC35A2",11620,NA,NA,NA,2161.2,NA,NA,NA,6094.8,NA,9996.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC35A2","P78381"
"2437","SLC35A1",NA,NA,NA,NA,NA,NA,2927.4,NA,NA,NA,NA,NA,578.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLC35A1","P78382"
"2438","RAE1",445.84,NA,NA,NA,212.09,NA,NA,NA,861.48,NA,NA,NA,NA,NA,4547.4,NA,820.2,NA,NA,NA,NA,NA,"RAE1","P78406"
"2439","BTN3A2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6847.3,NA,NA,NA,NA,NA,"BTN3A2","P78410"
"2440","GSTO1",16357,6525,18458,9916.3,31368,8463.4,57169,11950,19594,8163.5,14487,13964,37851,5500.9,73484,24465,140900,3877.6,15602,2913.1,42506,7268.1,"GSTO1","P78417"
"2441","CX3CL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CX3CL1","P78423"
"2442","JAG1",NA,NA,351.62,NA,NA,NA,NA,NA,NA,NA,3535.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAG1","P78504"
