"","Suggested.Symbol","name","ID","U7","S7","B7","U8","S8","B8","U9","S9","B9","U10","S10","B10","U11","S11","B11","C1","C2","C3","C4","C5","U1","S1","B1","U2","S2","B2","U3","S3","B3","U4","S4","B4","U5","S5","B5","U6","S6","B6"
"2068","GNAQ","GNAQ","P50148",49290,11644,0,46823,2800.4,0,120770,3590,0,18080,3386.7,0,37516,5993.9,0,7783.9,20380,34483,343350,0,47596,10945,0,57312,11465,0,69113,10524,0,68987,37006,0,80899,15326,0,28584,20289,0
"2069","GNG4","GNG4","P50150",48194,0,0,0,0,0,24906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.7,0,0,0,0,0,0,0,0
"2070","GNG10","GNG10","P50151",31521,0,0,49958,0,0,215330,0,0,9304.4,0,0,59310,27133,0,1945.5,5073,0,476480,0,34154,6132.9,0,100450,2178.6,0,5055.8,0,0,43519,11481,0,233560,36426,0,77718,0,0
"2071","IDH3A","IDH3A","P50213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2421.1,0,0,735.12,0,0
"2072","SULT1A1","SULT1A1","P50225",9066.1,1114.4,0,1788.5,0,0,14030,0,0,0,0,0,0,0,0,0,0,0,1748.7,0,0,0,0,1083.3,0,0,15250,9386.7,0,4026.4,0,0,0,0,0,625.96,12538,0
"2073","CRIP1","CRIP1","P50238",48865,0,0,86989,12698,0,35563,0,0,48821,0,0,36519,9781.5,0,0,20965,0,316410,0,133800,11335,0,406310,25895,0,254750,6720.9,0,73425,0,0,161400,0,0,245620,0,0
"2074","MMP14","MMP14","P50281",13462,0,0,22525,0,0,28230,0,0,9330.2,0,0,10645,0,0,2856.3,0,5735.9,0,0,0,0,0,0,3401.7,0,0,0,0,20817,0,0,0,0,0,0,0,0
"2075","PPOX","PPOX","P50336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2076","GDI2","GDI2","P50395",313090,62250,0,405220,75034,431.26,742260,44865,0,122350,39002,0,232590,80085,67.864,48541,42766,71536,871900,432.8,140470,56425,0,233410,65355,0,246380,49767,0,259470,99183,553.48,265430,78843,2719,184260,76726,0
"2077","EMD","EMD","P50402",2569.8,0,0,0,0,0,0,0,0,1538.8,0,0,4401.9,0,0,3714.3,0,8871,0,0,4608,0,0,2508.9,0,0,4368.5,0,0,5565.7,0,0,2674.3,0,0,4801.1,0,0
"2078","CPT1A","CPT1A","P50416",2370.3,0,0,107.84,0,0,0,0,0,327.83,0,0,404.38,318.18,0,0,0,1247.9,0,0,16612,1659.8,0,5035.8,0,0,7440.3,564.31,0,7597.3,1232.5,0,24697,774.5,0,14934,638.53,0
"2079","GATM","GATM","P50440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.687,0,0
"2080","SLC26A2","SLC26A2","P50443",2788.1,1199.3,0,2734.7,0,0,4207.9,0,0,0,0,0,680.18,2012.2,0,2653.3,1591.7,2830,161300,0,445.93,0,0,0,207.3,0,1309.6,0,0,516.18,693.01,0,2720.8,4936.7,0,333.83,0,0
"2081","SERPINB8","SERPINB8","P50452",0,0,0,1504.3,0,0,1885.8,0,0,0,0,0,409.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2082","SERPINB9","SERPINB9","P50453",11201,0,0,7558.3,0,0,31405,1013.9,0,1511.6,0,0,6874.6,575.96,0,0,0,0,4730.8,0,2020.7,388.68,0,2247.7,0,0,2788.4,0,0,8830.7,981.42,0,0,0,0,352.44,0,0
"2083","SERPINH1","SERPINH1","P50454",195850,31108,0,58677,26484,4153,15610,1467.8,0,189250,72948,0,93235,57855,344.6,68984,2532.5,162220,0,41217,934850,218410,0,517180,114810,1000.8,562890,82171,623.5,641050,195600,0,355470,28412,0,671680,124810,3387.2
"2084","CSRP3","CSRP3","P50461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2085","ST13","ST13","P50502",27443,16096,0,46645,0,0,40118,1301,0,12717,0,0,10763,1604.5,0,16895,1690.1,17462,34478,0,8179.8,2590,0,14908,2771.6,0,15527,3297,0,22292,3599.4,0,34021,11144,0,4477.5,4075.3,0
"2086","PEX5","PEX5","P50542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2087","VASP","VASP","P50552",21567,11431,0,55519,1080.5,0,154220,0,0,10091,907.56,0,18748,1815.8,0,307.1,0,0,30877,0,19798,1536,0,45032,3381.8,0,28606,1300.1,0,36919,3823.9,0,54809,4363.4,0,28755,3391.6,0
"2088","DNM2","DNM2","P50570",2950.4,3150.8,0,9051.2,720.22,0,19832,0,0,335.06,228.61,0,10272,1922.2,0,4323.5,0,11667,17554,0,2226.9,2565.7,0,749.05,1071.5,0,3636.5,1772.2,0,10495,4633.5,0,2943.8,3529.1,0,2402,3467.3,0
"2089","METAP2","METAP2","P50579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179.5,0,0,514.75,0,0
"2090","TUB","TUB","P50607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2091","LRBA","LRBA","P50851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.444,0,147.32,0,0,0,0,0,0,0,0,0,0,0,1227.8,96.381,0,9.8585,0,0
"2092","BCAM","BCAM","P50895",29798,4626.3,0,17270,2277.6,804.77,17861,0,0,20718,6553.1,0,132550,41212,209.57,581.89,0,0,941.01,0,199010,77391,0,5569.4,1289.4,0,29294,760.8,0,13850,2930.1,0,90469,29272,1930.5,45801,3999.6,0
"2093","PPT1","PPT1","P50897",0,0,0,12680,0,0,0,0,0,0,0,0,12041,2297.8,0,0,0,0,0,0,2335.8,0,0,0,0,0,2545.6,0,0,3174.7,0,0,3185.2,0,0,1834.4,0,0
"2094","RPL14","RPL14","P50914",9680.9,9409.6,0,42138,0,0,16787,0,0,1052.6,0,0,16342,14579,0,10784,0,3787.7,0,0,9326.3,12567,0,0,4666.2,0,11210,21956,0,36482,0,0,13536,11823,0,21880,15227,960.16
"2095","CCT8","CCT8","P50990",17484,5852.8,0,57652,17802,0,24668,3067.2,0,3689.1,1039.8,0,20364,16853,0,27225,0,77587,5273.3,0,3684.4,6126.7,0,792.85,4679.4,0,5852.3,2245.9,0,18524,8463.8,0,10860,25746,0,1295.9,6779.8,1492.6
"2096","CCT4","CCT4","P50991",9820.7,8995,0,49675,26876,746.15,26413,4663.2,0,4138.3,1615.7,0,9252.3,12045,0,16142,0,27077,4828.3,0,5050.2,6578,0,6051,4037.4,0,15182,15451,0,14282,13834,0,33851,22130,0,7603.2,24982,1755.8
"2097","ANXA11","ANXA11","P50995",192900,65272,0,559250,87681,0,231090,17897,0,109790,31564,0,120030,30397,0,41733,20560,84223,100200,1997.3,600220,138270,0,306320,102420,0,417180,63075,0,363600,76436,0,441580,140450,382.41,304740,72698,0
"2098","FXR1","FXR1","P51114",0,0,0,159.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.74,0,0,0,0,0,402.52,0,0,0,0,0,1331.2,0,0,1949.5,0,0
"2099","RAB5C","RAB5C","P51148",153110,55498,0,197660,32825,1976.7,349030,38933,0,82477,35738,0,115040,40217,2007.4,84418,25039,47452,46692,0,94890,57502,0,11328,57787,0,156500,79914,0,218970,78798,0,10571,56463,0,11753,54561,1779.3
"2100","RAB7A","RAB7A","P51149",134340,35550,0,404650,113480,13210,314760,42933,0,48951,19231,0,129500,32365,0,35573,30333,73149,54629,0,36126,38780,0,35968,45864,0,63892,37136,0,146190,41122,0,43244,80991,0,33070,51505,200.24
"2101","RAB9A","RAB9A","P51151",6117,0,0,8416.5,0,0,13088,0,0,1490.2,0,0,1700.3,0,0,1014.6,0,1823.5,17598,0,10616,0,0,14214,0,0,14694,1418.7,0,8853.8,1243.7,0,2810.1,818.51,0,10363,3484.1,0
"2102","RAB13","RAB13","P51153",43693,30674,0,38004,0,0,66005,0,0,14052,0,0,32824,6206.6,7856.5,434.65,0,0,66033,0,0,7570.2,0,40177,8571.7,0,25004,4454.1,0,31264,7212.7,0,0,3341.4,0,0,15441,0
"2103","RAB27A","RAB27A","P51159",5245.4,0,0,2083.3,0,0,11085,0,0,4237.8,0,0,1049.5,0,0,0,0,0,9222.9,0,21840,0,0,19494,1727.5,0,18376,0,0,12436,0,0,6500.5,0,0,14375,1075.7,0
"2104","PLCD1","PLCD1","P51178",52722,20313,0,5506.9,0,0,71116,0,0,17575,2405.1,0,12087,246.85,0,2660.9,2671.2,0,17441,0,12958,76.468,0,15852,6746.6,0,70633,9036.6,0,32875,2652.8,0,29249,2160.4,0,4379.2,17589,0
"2105","DUSP3","DUSP3","P51452",1746,0,0,1798.7,0,0,7563,0,0,0,0,0,0,0,0,0,0,0,13803,0,0,0,0,3615.7,0,0,3139.1,0,0,2192.5,0,0,0,0,0,2659.1,0,0
"2106","MMP15","MMP15","P51511",202.65,0,0,0,0,0,2236.4,0,0,0,0,0,0,0,0,0,0,910.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971.5,0,0,0,0,0
"2107","SMARCA2","SMARCA2","P51531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2108","SMARCA4","SMARCA4","P51532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.07,0,0,0,0,0,0,0,0,2055.3,0,0
"2109","IDH3G","IDH3G","P51553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275.6,0,0,0,0,0
"2110","GALK1","GALK1","P51570",454.55,687.81,0,9589.7,0,0,9318.4,0,0,233.65,0,0,773.43,0,0,0,0,0,3180.7,0,0,435.61,0,3620,0,0,8310.1,4263.9,0,6215.5,0,0,0,0,0,0,2468.1,0
"2111","SSR4","SSR4","P51571",33834,5650.4,0,12556,0,0,4383,0,0,22857,8012.6,0,47835,20460,0,14051,0,24867,0,6746.8,395760,62810,0,127800,32734,0,184470,27487,0,186910,52966,0,168470,19652,0,173930,34109,0
"2112","BCAP31","BCAP31","P51572",83297,5343.2,0,50724,9530.3,0,28868,0,0,32053,7542.7,0,108400,18122,0,35791,0,116140,0,8057.7,692730,158470,0,160860,35101,0,262210,39424,0,177490,52655,0,543170,92455,0,252590,49083,0
"2113","TPMT","TPMT","P51580",0,0,0,1347.3,0,0,3209.2,0,0,0,0,0,292.22,0,0,0,0,0,2109.3,0,1478.3,0,0,0,0,0,0,0,0,1213.9,0,0,3755.9,0,0,1132.9,0,0
"2114","HCFC1","HCFC1","P51610",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2115","CAV2","CAV2","P51636",20805,0,0,11750,0,0,4883.4,0,0,5340.2,0,0,0,0,0,1823.1,0,0,0,0,200730,9687.5,0,35349,6164.5,0,139990,9202.8,0,114930,21578,0,55269,4235.2,0,121250,10472,0
"2116","ALDH3A2","ALDH3A2","P51648",202660,0,0,104600,7080.7,0,13955,0,0,101130,0,0,422990,182170,311400,43579,6660.2,167000,207410,23282,75120,38239,95561,173340,64175,143460,184470,125960,0,651860,75862,0,105960,13810,103430,866460,123000,370650
"2117","ALDH5A1","ALDH5A1","P51649",0,0,0,0,0,0,0,0,0,0,0,0,0,117.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.02,0,0,206.25,0,0
"2118","GPC3","GPC3","P51654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2119","HSD17B4","HSD17B4","P51659",2897,2456.1,0,5234.9,0,0,50.008,0,0,4112.7,0,0,4234.4,4971.8,0,0,0,0,0,3518.6,7304.9,22371,0,22136,7490.5,0,9397.7,2736.4,0,19765,11690,0,6601.1,737.13,0,23646,3606.5,473.38
"2120","PSMD7","PSMD7","P51665",3098.5,0,0,11069,0,0,10413,0,0,0,0,0,1566.1,0,0,13872,0,9453.4,0,0,6869.2,0,0,2031.5,0,0,10982,0,0,7127.9,0,0,21403,0,0,16510,0,0
"2121","GPM6A","GPM6A","P51674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35642,0,0,0,0,988.81,0,0,17600,12006,0,0,0,0,0,0,0,1960.9,14169,0
"2122","CCR5","CCR5","P51681",7534.3,0,0,17467,0,0,54594,0,0,1793.7,0,0,5325.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7784.5,0,0,0,0,0,0,0,0
"2123","ARSD","ARSD","P51689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037.6,0,0,0,0,0,202.63,0,0,0,0,0,0,0,0,657.53,0,0
"2124","APLP1","APLP1","P51693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.7,0,0
"2125","CLCN3","CLCN3","P51790",0,0,0,553.29,0,0,0,0,0,0,0,0,858.2,0,0,0,0,0,0,0,1608.4,0,0,0,0,0,598.48,0,0,939.42,0,0,4479.1,0,0,1668.4,0,0
"2126","CLCN5","CLCN5","P51795",0,0,0,0,0,0,0,0,0,0,0,1497.7,0,0,0,0,0,0,0,0,1898.4,0,0,1274.5,0,0,957.68,0,0,0,0,0,2597.3,0,0,2108.2,0,0
"2127","CLCN6","CLCN6","P51797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2128","DYNLT3","DYNLT3","P51808",0,0,0,6107.8,0,0,4477,0,0,0,0,0,0,0,0,3529.4,0,0,0,0,0,0,0,0,0,0,12874,0,0,6381.5,0,0,0,0,0,8259.9,0,0
"2129","VAMP7","VAMP7","P51809",11485,0,0,9913.7,0,0,1494.7,0,0,1355,0,0,4602.7,0,0,6698.2,0,9284.6,0,0,18034,1863.5,0,6305.6,0,0,31750,1588.9,0,17052,1637.6,0,10290,1657.4,0,18920,4512.4,0
"2130","RPS6KA3","RPS6KA3","P51812",6724.4,3051.7,0,2670.1,0,0,13943,0,0,1137.7,0,0,1007.2,0,0,461.59,0,0,4023.8,0,2031.2,240.19,0,3365.6,0,0,11016,0,0,5332.3,1273.5,0,7424.1,242.87,0,2553.7,1896.5,0
"2131","ADCY7","ADCY7","P51828",289.59,0,0,1544.2,0,0,11850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.81,0,0,664.5,0,0,0,0,0,0,0,0
"2132","TKTL1","TKTL1","P51854",0,0,0,28988,4694.9,316.92,596.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2133","HDGF","HDGF","P51858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764.1,0,0,0,0,0
"2134","LUM","LUM","P51884",45930,0,105020,102110,38880,157870,12812,3103.2,239990,153790,5090.5,200760,42746,5730.1,129640,28701,0,11082,69001,103410,61912,14096,175570,121080,28706,187660,166990,88664,167220,61678,18529,211850,55399,16468,315450,126670,106000,93011
"2135","PRELP","PRELP","P51888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975.2,0,0,3842,0,0,34509,7400.4,0,1092.7,1049.1,0,2133.3,0,0,21027,8136.7,1300.2
"2136","NDUFA8","NDUFA8","P51970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2137","HNRNPA3","HNRNPA3","P51991",1912.8,0,0,8414.4,446.38,0,4991.8,0,0,0,0,0,1601.7,444.46,0,4579.9,0,623.32,0,0,17749,9651.8,0,2821.8,1409.6,0,2017.8,0,0,3637.5,0,0,33156,10690,0,17440,1122.3,0
"2138","PGD","PGD","P52209",32835,13770,0,130420,26316,4166.6,115550,2938.4,0,10640,2430.8,0,34974,4175.7,0,17212,2745,20504,39084,0,13117,4056.4,0,30909,1818.9,0,15839,6166.9,0,55506,9136,0,42573,8821.9,0,20644,6350.1,0
"2139","HNRNPM","HNRNPM","P52272",110.05,0,0,2221.2,820.2,0,214.21,0,0,0,0,0,2189.2,828.17,0,2910.1,0,1662.4,0,0,9484.2,1466.2,0,490.02,931.72,0,10675,9814.9,0,2496.9,886.12,0,7407.2,0,0,11469,10450,0
"2140","KPNA2","KPNA2","P52292",0,0,0,1284.5,0,0,0,0,0,0,0,0,0,381.72,0,920.53,0,1659.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1778,0,0,0,0,0
"2141","KPNA1","KPNA1","P52294",72.012,0,0,2121,0,0,6646.2,0,0,0,0,0,0,0,0,208.28,0,499.43,0,0,0,0,0,677.55,0,0,0,0,0,230,0,0,2346,0,0,2912.6,0,0
"2142","RAP1GDS1","RAP1GDS1","P52306",305.2,0,0,5798.7,0,0,5722.1,0,0,0,0,0,94.67,0,0,2033.6,0,7536.9,884.71,0,0,0,0,0,0,0,691.33,0,0,1944.6,0,0,507.33,0,0,0,0,0
"2143","JAK3","JAK3","P52333",0,0,0,0,0,0,5273.3,0,0,0,0,0,546.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.763,0,0,0,0,0,0,0,0
"2144","POLR2H","POLR2H","P52434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892.7,0,0,0,0,0
"2145","ARHGDIA","ARHGDIA","P52565",83199,49705,0,145850,17260,0,228760,12465,0,50757,28116,0,72652,29033,0,17331,18433,23797,282330,0,61048,22027,0,118650,51756,0,154390,34013,0,158780,52920,176.9,97026,20187,0,78262,103010,0
"2146","ARHGDIB","ARHGDIB","P52566",72933,2123.3,0,175890,18254,0,328180,17156,0,41666,7619.6,0,90583,18108,0,0,2989.3,0,43096,0,74681,15447,0,64836,37505,0,59438,4251.2,0,91833,20305,0,27530,7253.2,0,56503,7546.4,0
"2147","SLC7A2","SLC7A2","P52569",0,1335.3,0,0,0,0,0,0,0,0,0,0,0,0,0,667.95,0,0,341.09,0,1260.8,0,0,0,0,0,8773.2,1282.8,0,0,0,0,0,0,0,597.93,0,0
"2148","AGFG1","AGFG1","P52594",1980.3,0,0,1655.3,0,0,4720.8,0,0,685.61,0,0,507.43,0,0,0,0,0,0,0,3175.5,0,0,1880.8,0,0,3694.6,1187.5,0,3668.8,0,0,2790.5,0,0,0,2521,0
"2149","HNRNPF","HNRNPF","P52597",0,0,0,0,2565.3,0,197.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.72,0,0,0,0,1073.4,1604.3,0,247.41,0,0,5228.9,2685.1,0,3479.4,2139.4,0
"2150","STAT2","STAT2","P52630",3575.5,0,0,2358.7,0,0,30723,0,0,993,0,0,2815.4,0,0,0,0,0,0,0,0,0,0,290.83,0,0,15193,947.69,0,6190.3,185.64,0,8353.4,147.25,0,2065,2123.6,0
"2151","MSH6","MSH6","P52701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2152","VAV2","VAV2","P52735",0,0,0,589.16,0,0,596.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2153","RIDA","HRSP12","P52758",0,0,0,1729.1,0,0,1031,0,0,0,0,0,2779.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.57,0,0,0,0,0,0,0,0
"2154","SMS","SMS","P52788",1756.2,0,0,55241,10953,0,4334.4,0,0,1168.6,0,0,0,0,0,0,0,11834,0,0,0,961.81,0,0,0,0,0,0,0,2406.9,0,0,0,1149.5,0,0,0,0
"2155","HK2","HK2","P52789",0,0,0,1130.3,0,0,547.56,0,0,0,0,0,65.848,0,0,772.5,0,0,695.07,0,305.61,0,0,735.91,0,0,0,0,0,520.38,0,0,5952.2,0,0,5025,0,0
"2156","HK3","HK3","P52790",1821,0,0,18819,2303.5,0,23530,0,0,1581.9,0,0,738.19,0,0,0,0,0,0,0,0,0,0,3704.1,0,0,1394.9,0,0,9442.1,0,0,581.51,0,0,359.02,0,0
"2157","EFNB2","EFNB2","P52799",972.4,0,0,775.82,0,0,4238.9,0,0,377.3,0,0,0,0,0,0,0,0,0,0,0,0,0,518.44,0,0,0,0,0,1311.4,0,0,0,0,0,482.87,0,0
"2158","MRPL12","MRPL12","P52815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2159","STC1","STC1","P52823",0,0,0,0,0,0,0,0,0,0,0,0,0,5071.9,0,760.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12983,0,0,0,0
"2160","NDST1","NDST1","P52848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.48,0,0,0,0,0,0,0,0,0,0,0,0,103.79,0,0
"2161","CAPZA1","CAPZA1","P52907",211160,66334,0,286820,50158,2325.2,453530,24197,0,62819,19178,0,149050,35913,8034.5,24815,4554.1,44361,81363,0,51351,39139,0,71077,60084,0,103780,39016,2332.8,246990,62920,0,91090,54339,0,49737,24086,4437.2
"2162","HMGA2","HMGA2","P52926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2163","CRIP2","CRIP2","P52943",74933,61966,0,71824,17368,0,123250,8436.5,0,28335,11845,0,27090,35999,0,0,6187,0,1015800,0,7601,13759,0,71442,22877,0,200470,32510,0,107320,59484,0,71419,26748,0,24790,56417,0
"2164","NUP98","NUP98","P52948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.661,0,0,65.827,0,0,0,0,0,0,0,0,133.1,0,0,149.06,0,0
"2165","BLVRA","BLVRA","P53004",7189.8,2250.4,0,28833,3955.4,826.02,8585.6,0,0,3558.8,0,0,7539.4,0,0,0,0,0,3838.7,0,0,0,0,0,0,0,3000.9,2250.5,0,13756,0,0,0,0,0,0,0,0
"2166","SLC25A1","SLC25A1","P53007",0,0,0,0,0,0,0,0,0,123.85,0,0,0,0,0,0,0,0,0,0,8235.1,2043.7,0,0,0,0,4238.2,0,0,5344,1959.2,0,14894,0,0,27349,853.56,0
"2167","PPP5C","PPP5C","P53041",13321,0,0,6673.5,720.23,0,3804.9,0,0,0,0,0,0,0,0,41.222,0,0,280.11,0,0,0,0,0,0,0,0,0,0,2952.2,0,0,2300.6,0,0,0,0,0
"2168","DAPK1","DAPK1","P53355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658.3,0,0,0,0,0,642.2,0,1057.3,0,0,0,0,0,0,0,0,220.1,0,0
"2169","ARFIP1","ARFIP1","P53367",0,0,0,324.37,0,0,159.72,0,0,0,0,0,0,0,0,0,0,0,647.67,0,0,184.95,0,0,0,0,0,0,0,642.38,0,0,4945.6,531.11,0,307.81,499.43,0
"2170","ACLY","ACLY","P53396",2642.2,0,0,7052.5,1776.6,0,16629,0,0,990.81,0,0,1391.6,0,1084.1,30485,0,45536,999.26,0,1303.2,47.31,0,8311,895.59,0,8609.4,0,0,16634,2625.3,0,8356,0,0,127090,0,0
"2171","METAP1","METAP1","P53582",0,0,0,0,0,0,167.96,0,0,0,0,0,0,0,0,0,0,0,4463.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2172","SUCLG1","SUCLG1","P53597",0,0,0,0,0,0,926.54,0,0,5389.8,0,0,922.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713.8,0,0,2004.3,0,0,0,0,0
"2173","MVD","MVD","P53602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6721.1,0,16948,0,0,0,0,0,0,0,0,489.51,0,0,219.5,0,0,0,0,0,0,0,0
"2174","COPB1","COPB1","P53618",6850.4,960.09,0,15126,4178.5,0,14116,0,0,2295.2,0,0,18097,3032.4,40.453,8271.1,0,6076.7,950.6,0,29894,4614.1,0,21891,3774,0,89023,11453,0,43309,9113.9,0,31199,2920.8,0,60423,15075,0
"2175","COPA","COPA","P53621",8236.1,907.18,0,27363,3499,241.21,18959,0,0,700.8,0,0,30920,3612.7,62.603,8395.5,0,6031.9,278.71,0,65931,8300.9,0,45367,6192.8,0,229940,34793,0,66658,10065,0,112540,4766.2,0,71068,25428,0
"2176","CTSC","CTSC","P53634",0,0,0,8818.6,2570.5,671.31,1052.8,0,0,0,0,0,208.53,0,0,291.47,0,922.92,0,0,1456,0,0,0,0,0,1215,0,0,3499.2,0,0,2277.6,0,0,0,0,0
"2177","AP2S1","AP2S1","P53680",0,0,0,15995,0,0,30418,0,0,5658.8,0,0,13427,0,0,2009.7,0,0,0,0,14802,0,0,18511,0,0,3890.1,0,0,36154,11294,0,17219,0,0,15523,0,0
"2178","HCCS","HCCS","P53701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2179","SLC5A3","SLC5A3","P53794",2237.3,0,0,6671.8,0,0,30363,0,0,1253,0,0,645.15,0,0,4612,0,8958.8,0,0,2768.3,0,0,270.84,0,0,1677.4,0,0,3697.1,0,0,2436.3,0,0,0,0,0
"2180","PTTG1IP","PTTG1IP","P53801",63984,3417.3,0,68838,0,0,56435,0,0,14691,0,0,52502,0,0,0,0,35866,0,0,0,0,0,0,0,0,30174,0,0,63652,10178,0,0,0,0,0,0,0
"2181","SLC16A1","SLC16A1","P53985",137270,63620,0,81929,12526,0,174170,7371.1,0,62404,27358,0,44867,13554,0,230820,20642,314840,5581.3,10926,157100,29626,0,216320,37709,0,401810,58833,0,138780,30089,0,151980,26211,0,255470,109310,0
"2182","IST1","IST1","P53990",65462,4244.6,0,148030,45630,0,97269,4449.6,0,14704,4331.1,0,37917,0,0,10556,60268,24641,138450,0,26141,3826.1,0,20793,2321.2,0,29871,0,0,74963,21236,0,7908.6,0,0,17585,3676.9,0
"2183","SEC24C","SEC24C","P53992",830.36,0,0,11924,1087.9,0,6925.4,0,0,1262.5,0,0,1771,0,0,0,0,186.82,0,0,0,252.12,0,0,0,0,2317.7,0,0,5270.8,0,0,1783.6,280.54,0,790.53,326.59,0
"2184","SUB1","SUB1","P53999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3271.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2185","RARS1","RARS","P54136",5094.5,0,0,36120,8977.3,219.75,22847,387.95,0,2415.8,0,0,5818.1,5920.8,0,4435.4,0,3189.9,0,0,1875.9,1112.9,0,1756.6,507.78,0,6756.3,0,0,11729,1179.1,0,8658.8,4559.8,0,5760.2,0,0
