"","Suggested.Symbol","name","ID","C1","C2","C3","C4","C5"
"430","MAPKBP1","MAPKBP1","O60336",26833,0,0,41486,15194
"431","KDM1A","KDM1A","O60341",0,0,0,0,0
"432","PHLPP1","PHLPP1","O60346",0,0,0,43047,0
"433","PPL","PPL","O60437",3737,0,0,31507,0
"434","GSDME","DFNA5","O60443",0,0,0,0,0
"435","LY75","LY75","O60449",0,0,18416,0,0
"436","NRP2","NRP2","O60462",0,0,0,0,0
"437","MAN1A2","MAN1A2","O60476",0,0,0,0,0
"438","PLXNC1","PLXNC1","O60486",115590,0,139430,0,0
"439","ACSL4","ACSL4","O60488",988750,0,2137400,3943000,15773
"440","SNX3","SNX3","O60493",0,0,0,43773,0
"441","DOK2","DOK2","O60496",0,0,0,0,0
"442","STX10","STX10","O60499",0,0,17715,0,0
"443","NPHS1","NPHS1","O60500",0,0,0,0,0
"444","OGA","MGEA5","O60502",0,0,0,0,0
"445","ADCY9","ADCY9","O60503",125860,0,174110,0,0
"446","SYNCRIP","SYNCRIP","O60506",34334,0,49490,0,0
"447","TPST1","TPST1","O60507",0,0,0,0,0
"448","B4GALT3","B4GALT3","O60512",0,0,0,0,0
"449","B4GALT4","B4GALT4","O60513",8635.9,0,0,0,0
"450","GMDS","GMDS","O60547",0,0,0,118870,0
"451","PLOD3","PLOD3","O60568",0,0,0,0,0
"452","TLR5","TLR5","O60602",0,0,0,246350,0
"453","TLR2","TLR2","O60603",0,64583,0,1404000,0
"454","DIAPH1","DIAPH1","O60610",154570,0,44635,347690,0
"455","SELENOF","SEP15","O60613",10576,0,74629,0,0
"456","TSPAN1","TSPAN1","O60635",78421,2573300,0,1237300,0
"457","TSPAN2","TSPAN2","O60636",0,0,0,0,0
"458","EXOC3","EXOC3","O60645",40296,0,72332,48146,0
"459","PLIN3","PLIN3","O60664",0,0,0,0,0
"460","SLC16A7","SLC16A7","O60669",0,0,12767,0,0
"461","JAK2","JAK2","O60674",0,0,0,0,0
"462","KPNA6","KPNA6","O60684",13025,0,0,0,0
"463","UGDH","UGDH","O60701",60090,0,71582,831910,0
"464","LPXN","LPXN","O60711",0,0,0,0,0
"465","CTNND1","CTNND1","O60716",805770,74971,1299500,43201,10199
"466","ICMT","ICMT","O60725",0,0,0,0,0
"467","SNX2","SNX2","O60749",141510,0,134830,98320,0
"468","DPM1","DPM1","O60762",6131.5,0,8392.6,0,0
"469","USO1","USO1","O60763",178020,0,134400,84705,0
"470","TOM1","TOM1","O60784",0,0,0,1182300,0
"471","H2BC9","HIST1H2BH","Q93079",1466800,34167,1190500,0,1181400
"472","CCDC22","CCDC22","O60826",0,0,0,0,0
"473","PRAF2","PRAF2","O60831",0,0,0,0,0
"474","DKC1","DKC1","O60832",0,0,0,0,0
"475","EIF5B","EIF5B","O60841",34376,0,21525,0,0
"476","GAS7","GAS7","O60861",0,0,0,0,0
"477","EDF1","EDF1","O60869",0,0,0,59549,0
"478","DIAPH2","DIAPH2","O60879",8658.6,0,0,41862,0
"479","DNAJA2","DNAJA2","O60884",70642,0,172170,109640,0
"480","CUTA","CUTA","O60888",0,0,0,0,0
"481","OPHN1","OPHN1","O60890",0,0,0,33201,0
"482","SMPD2","SMPD2","O60906",0,0,0,0,0
"483","TBL1XR1","TBL1XR1","Q9BZK7",0,0,0,0,0
"484","PFDN1","PFDN1","O60925",0,0,0,0,0
"485","KERA","KERA","O60938",0,0,0,0,0
"486","DTNB","DTNB","O60941",15772,0,0,0,0
"487","FCGR3B","FCGR3B","O75015",0,0,0,426200,0
"488","LILRB3","LILRB3","O75022",0,0,0,0,0
"489","SRGAP2","SRGAP2","O75044",270190,0,0,433940,0
"490","PLXNA2","PLXNA2","O75051",0,0,0,0,0
"491","IGSF3","IGSF3","O75054",4598,0,0,0,0
"492","FAM20B","FAM20B","O75063",7199.8,0,0,0,0
"493","EFCAB14","EFCAB14","O75071",0,0,0,0,0
"494","WDR1","WDR1","O75083",658700,285280,2342500,5442000,0
"495","FZD7","FZD7","O75084",0,0,0,0,0
"496","SLIT3","SLIT3","O75094",0,0,0,0,0
"497","ATP9A","ATP9A","O75110",0,0,0,111720,0
"498","ROCK2","ROCK2","O75116",0,0,105660,29205,0
"499","CLASP2","CLASP2","O75122",0,0,0,0,0
"500","COBL","COBL","O75128",0,0,0,1033600,0
"501","CPNE3","CPNE3","O75131",290920,111350,808640,772510,0
"502","OBSL1","OBSL1","O75147",631400,0,812720,42386,0
"503","CLUH","CLUH","O75153",0,0,0,0,0
"504","NPHP4","NPHP4","O75161",0,0,0,108710,0
"505","DNAJC13","DNAJC13","O75165",61651,0,152200,0,0
"506","PHACTR2","PHACTR2","O75167",0,0,0,0,0
"507","PPP6R2","PPP6R2","O75170",0,0,0,0,0
"508","ADAMTS4","ADAMTS4","O75173",1163500,0,102920,0,0
"509","DNAJB6","DNAJB6","O75190",0,0,0,0,0
"510","TMEM127","TMEM127","O75204",0,0,0,0,0
"511","GGCT","GGCT","O75223",13323,0,22091,0,0
"512","NDUFS2","NDUFS2","O75306",0,0,0,0,0
"513","USP12","USP12","O75317",23165,0,64174,49570,0
"514","NIPSNAP2","GBAS","O75323",0,0,0,0,0
"515","SEMA7A","SEMA7A","O75326",2165.9,0,0,0,0
"516","CILP","CILP","O75339",3157600,9809700,0,0,0
"517","PDCD6","PDCD6","O75340",755540,490330,1674900,1629200,0
"518","ALOX12B","ALOX12B","O75342",0,92146,0,0,0
"519","TBCA","TBCA","O75347",0,0,0,179500,0
"520","ATP6V1G1","ATP6V1G1","O75348",153110,0,309920,354230,6451.8
"521","VPS4B","VPS4B","O75351",179840,115110,421570,1075500,0
"522","MPDU1","MPDU1","O75352",19656,0,216090,0,0
"523","ENTPD3","ENTPD3","O75355",0,0,27256,269550,0
"524","PTP4A3","PTP4A3","O75365",0,0,0,0,0
"525","MACROH2A1","H2AFY","O75367",11650,0,43768,0,38420
"526","SH3BGRL","SH3BGRL","O75368",0,17263,0,101450,0
"527","FLNB","FLNB","O75369",1172200,14648,5219500,4813600,0
"528","VAMP4","VAMP4","O75379",0,0,0,0,0
"529","PEX14","PEX14","O75381",0,0,0,0,0
"530","CS","CS","O75390",0,0,0,0,0
"531","SEC22B","SEC22B","O75396",566280,0,1319400,0,0
"532","PRPF40A","PRPF40A","O75400",0,0,0,0,0
"533","LRCH4","LRCH4","O75427",0,344580,0,0,0
"534","MTX2","MTX2","O75431",0,0,0,0,0
"535","VPS26A","VPS26A","O75436",153530,0,111560,108160,0
"536","PMPCB","PMPCB","O75439",0,0,0,0,0
"537","ERN1","ERN1","O75460",1662400,0,1423500,0,875190
"538","CRLF1","CRLF1","O75462",0,0,0,0,0
"539","ERLIN1","ERLIN1","O75477",0,0,0,0,0
"540","GPC4","GPC4","O75487",156220,113830,244260,0,0
"541","NDUFS3","NDUFS3","O75489",45926,0,0,0,0
"542","SRSF10","SRSF10","O75494",0,0,0,0,0
"543","CLDN11","CLDN11","O75508",14100,0,14220,0,0
"544","ECI2","ECI2","O75521",0,0,0,0,0
"545","BANF1","BANF1","O75531",0,0,0,0,0
"546","SF3B1","SF3B1","O75533",125970,2232700,170480,0,89448
"547","CSDE1","CSDE1","O75534",93956,0,0,67520,0
"548","STX11","STX11","O75558",9396.5,105900,23244,508900,0
"549","SKAP2","SKAP2","O75563",0,0,0,149860,0
"550","PRKRA","PRKRA","O75569",10150,0,0,0,0
"551","MYCBP2","MYCBP2","O75592",0,0,0,0,0
"552","PGLYRP1","PGLYRP1","O75594",0,0,0,0,0
"553","LYPLA1","LYPLA1","O75608",0,0,0,292150,0
"554","CREG1","CREG1","O75629",0,0,0,0,0
"555","FCN3","FCN3","O75636",691970,485980,768100,122940,91423
"556","SNRNP200","SNRNP200","O75643",0,0,0,0,0
"557","TIPRL","TIPRL","O75663",26974,0,117490,64580,0
"558","TOM1L1","TOM1L1","O75674",0,16951,0,864580,0
"559","PPM1B","PPM1B","O75688",0,0,0,0,0
"560","NUP155","NUP155","O75694",0,0,0,0,0
"561","RP2","RP2","O75695",183930,197520,284830,3905100,0
"562","STK16","STK16","O75716",0,0,0,273210,0
"563","CRTAP","CRTAP","O75718",0,0,0,0,0
"564","SLC25A12","SLC25A12","O75746",0,0,0,0,0
"565","B3GALNT1","B3GALNT1","O75752",0,0,0,0,0
"566","PALM","PALM","O75781",0,0,0,0,0
"567","ATP6AP2","ATP6AP2","O75787",548090,0,50318,0,0
"568","ZMYND10","ZMYND10","O75800",0,0,0,25818,0
"569","EIF3G","EIF3G","O75821",6436.2,0,0,0,0
"570","EIF3J","EIF3J","O75822",0,0,0,0,0
"571","CBR3","CBR3","O75828",0,0,49063,39865,0
"572","PSMD10","PSMD10","O75832",17998,0,65023,158940,0
"573","UPK1B","UPK1B","O75841",0,56886,0,0,0
"574","AP1G2","AP1G2","O75843",0,0,0,0,0
"575","ZMPSTE24","ZMPSTE24","O75844",0,0,158190,0,24569
"576","IDH1","IDH1","O75874",692600,64943,2208600,2209700,24438
"577","SCO1","SCO1","O75880",0,0,0,0,0
"578","CYP7B1","CYP7B1","O75881",0,0,0,0,0
"579","ATRN","ATRN","O75882",1137400,10743,948040,145920,94716
"580","RBBP9","RBBP9","O75884",165930,0,0,0,0
"581","STAM2","STAM2","O75886",133270,0,0,0,0
"582","DGAT1","DGAT1","O75907",13432,0,120220,0,0
"583","DHRS3","DHRS3","O75911",0,0,0,0,0
"584","ARL6IP5","ARL6IP5","O75915",205270,0,573340,0,0
"585","DYSF","DYSF","O75923",0,0,0,1668000,0
"586","BCAS2","BCAS2","O75934",0,0,0,0,0
"587","ATP5PD","ATP5H","O75947",0,0,0,0,0
"588","TSPAN9","TSPAN9","O75954",111440,100270,52541,183780,0
"589","FLOT1","FLOT1","O75955",642930,221170,1345100,6138400,0
"590","TRIO","TRIO","O75962",0,0,0,0,0
"591","ATP5MG","ATP5L","O75964",0,0,0,0,0
"592","MPDZ","MPDZ","O75970",51853,0,0,642510,0
"593","CPD","CPD","O75976",0,0,0,0,0
"594","SASH3","SASH3","O75995",0,0,0,0,0
"595","GLRX3","GLRX3","O76003",34154,0,114990,116220,0
"596","RSL1D1","RSL1D1","O76021",0,0,0,0,0
"597","WFS1","WFS1","O76024",43056,0,87758,0,57331
"598","ANXA9","ANXA9","O76027",0,0,0,0,0
"599","TM7SF2","TM7SF2","O76062",155210,0,405530,0,197830
"600","SNCG","SNCG","O76070",0,0,0,0,0
"601","PDE5A","PDE5A","O76074",0,0,0,0,0
"602","SRP72","SRP72","O76094",25298,0,8495.2,0,0
"603","DDAH1","DDAH1","O94760",0,0,0,456380,0
"604","B3GAT3","B3GAT3","O94766",0,0,0,0,0
"605","MTA2","MTA2","O94776",0,0,0,0,0
"606","ALDH1A2","ALDH1A2","O94788",0,0,0,478800,0
"607","STK10","STK10","O94804",0,0,0,319870,0
"608","GFPT2","GFPT2","O94808",0,0,0,0,0
"609","TPPP","TPPP","O94811",0,0,0,40523,0
"610","SLIT2","SLIT2","O94813",0,0,0,0,0
"611","TOMM70","TOMM70A","O94826",0,0,0,0,0
"612","MYO1D","MYO1D","O94832",52889,183780,21092,16879000,0
"613","SEC24D","SEC24D","O94855",0,0,0,45250,0
"614","NFASC","NFASC","O94856",0,0,0,0,0
"615","UFL1","UFL1","O94874",0,0,0,0,0
"616","TMCC1","TMCC1","O94876",0,0,0,0,0
"617","TMEM63A","TMEM63A","O94886",0,11161,0,69879,0
"618","FARP2","FARP2","O94887",296650,0,337570,0,0
"619","UBXN7","UBXN7","O94888",0,0,0,0,0
"620","PLPBP","PROSC","O94903",0,0,0,143380,0
"621","ERLIN2","ERLIN2","O94905",46066,0,238720,0,35152
"622","PRPF6","PRPF6","O94906",125900,0,0,0,0
"623","ABCA8","ABCA8","O94911",86147,0,44547,0,0
"624","FRYL","FRYL","O94915",0,0,0,246570,0
"625","ENDOD1","ENDOD1","O94919",178140,0,450460,0,0
"626","CDK14","CDK14","O94921",0,0,0,0,0
"627","GLCE","GLCE","O94923",0,0,0,0,0
"628","GLS","GLS","O94925",0,0,0,0,0
"629","FBXO21","FBXO21","O94952",0,0,0,190040,0
"630","AP2A2","AP2A2","O94973",115050,0,159330,566470,201960
"631","SEC31A","SEC31A","O94979",84647,0,92032,0,0
"632","CLSTN1","CLSTN1","O94985",0,0,0,0,0
"633","SLITRK5","SLITRK5","O94991",18058,0,14835,251170,0
"634","TJP3","TJP3","O95049",0,0,0,16938,0
"635","YIF1A","YIF1A","O95070",66361,0,178740,0,0
"636","UBR5","UBR5","O95071",0,0,0,0,0
"637","PRSS23","PRSS23","O95084",272060,0,250870,0,0
"638","NDUFB6","NDUFB6","O95139",0,0,0,0,0
"639","MFN2","MFN2","O95140",0,0,0,0,0
"640","DUSP14","DUSP14","O95147",0,0,0,99523,0
"641","UBE4B","UBE4B","O95155",0,0,0,0,0
"642","ZFPL1","ZFPL1","O95159",11445,0,19411,0,18639
"643","ELP1","IKBKAP","O95163",0,0,0,0,0
"644","GABARAP","GABARAP","O95166",13858,0,21862,0,0
"645","NDUFB4","NDUFB4","O95168",101590,0,0,0,0
"646","NDUFB8","NDUFB8","O95169",0,0,0,0,0
"647","SCEL","SCEL","O95171",0,0,0,0,0
"648","NDUFA7","NDUFA7","O95182",0,0,0,0,0
"649","VAMP5","VAMP5","O95183",0,27033,0,0,0
"650","RTN3","RTN3","O95197",1008600,0,1659700,0,0
"651","LETM1","LETM1","O95202",0,0,0,0,0
"652","LEPROTL1","LEPROTL1","O95214",38776,0,77961,0,0
"653","LUC7L3","LUC7L3","O95232",0,0,0,0,0
"654","APOL3","APOL3","O95236",0,0,0,0,0
"655","SBF1","SBF1","O95248",0,0,9388.9,214040,0
"656","GOSR1","GOSR1","O95249",66206,0,101580,0,0
"657","ATE1","ATE1","O95260",0,0,0,0,0
"658","CCNDBP1","CCNDBP1","O95273",0,0,0,0,0
"659","LYPD3","LYPD3","O95274",0,0,0,0,0
"660","VAPB","VAPB","O95292",131070,0,467350,0,177460
"661","RASAL1","RASAL1","O95294",0,0,0,0,0
"662","SNAPIN","SNAPIN","O95295",0,0,0,0,0
"663","MPZL1","MPZL1","O95297",253710,7589.8,473580,0,0
"664","NDUFA10","NDUFA10","O95299",0,0,0,0,0
"665","FKBP9","FKBP9","O95302",0,0,0,0,0
"666","CELF2","CELF2","O95319",0,0,0,0,0
"667","PGLS","PGLS","O95336",0,12021,18373,910480,0
"668","PAPSS2","PAPSS2","O95340",17305,0,33708,0,0
"669","ABCB11","ABCB11","O95342",0,0,0,0,0
"670","ATG7","ATG7","O95352",0,0,0,0,0
"671","LYPLA2","LYPLA2","O95372",0,0,0,729650,0
"672","IPO7","IPO7","O95373",135850,0,186840,336060,0
"673","TNFAIP8","TNFAIP8","O95379",0,14079,0,0,0
"674","PGM3","PGM3","O95394",0,0,0,15375,0
"675","MOCS3","MOCS3","O95396",0,0,0,0,0
"676","RAPGEF3","RAPGEF3","O95398",0,0,0,624870,0
"677","CNIH1","CNIH1","O95406",58752,0,81532,0,0
"678","SVIL","SVIL","O95425",0,0,0,135990,0
"679","PIGN","PIGN","O95427",0,0,0,0,0
"680","AHSA1","AHSA1","O95433",64697,0,142740,260300,0
"681","SLC34A2","SLC34A2","O95436",0,1436900,0,60809000,0
"682","APOM","APOM","O95445",181570,0,0,0,527570
"683","PSMG1","PSMG1","O95456",0,0,0,78771,0
"684","MATN4","MATN4","O95460",0,0,0,0,0
"685","FMNL1","FMNL1","O95466",4848.8,0,0,16762,0
"686","SGPL1","SGPL1","O95470",0,0,24301,0,0
"687","CLDN7","CLDN7","O95471",0,0,0,0,0
"688","ABCA1","ABCA1","O95477",0,0,0,231360,0
"689","H6PD","H6PD","O95479",15984,0,66776,0,26086
"690","SEC24A","SEC24A","O95486",0,0,0,0,0
"691","SEC24B","SEC24B","O95487",4954.2,0,0,0,0
"692","ADGRL2","LPHN2","O95490",34578,0,197000,166380,0
"693","VNN1","VNN1","O95497",5262.9,0,0,457610,0
"694","VNN2","VNN2","O95498",0,0,0,1034500,0
"695","CLDN14","CLDN14","O95500",0,0,0,0,0
"696","SLC2A10","SLC2A10","O95528",0,0,89112,0,0
"697","MPC2","MPC2","O95563",0,0,0,0,0
"698","ETHE1","ETHE1","O95571",0,0,0,0,0
"699","ACSL3","ACSL3","O95573",67806,0,166800,0,0
"700","STAMBP","STAMBP","O95630",0,0,0,136510,0
"701","ASMTL","ASMTL","O95671",40233,0,75248,3e+05,0
"702","CDS2","CDS2","O95674",44309,0,0,0,0
"703","PPP1R3D","PPP1R3D","O95685",0,0,0,0,0
"704","LY86","LY86","O95711",0,0,0,0,0
"705","HERC2","HERC2","O95714",0,0,0,0,0
"706","RAB3D","RAB3D","O95716",0,0,0,0,0
"707","SNAP29","SNAP29","O95721",0,0,0,0,0
"708","OXSR1","OXSR1","O95747",90156,0,112020,71991,0
"709","RAB36","RAB36","O95755",0,0,0,399660,0
"710","STARD3NL","STARD3NL","O95772",0,0,0,0,0
"711","AP2A1","AP2A1","O95782",310500,0,565640,239950,0
"712","RIGI","DDX58","O95786",6684.1,0,0,17867,6675700
"713","CAVIN2","SDPR","O95810",31439,0,0,0,0
"714","BAG2","BAG2","O95816",53269,0,25536,0,0
"715","BAG3","BAG3","O95817",0,0,0,0,0
"716","MAP4K4","MAP4K4","O95819",0,0,0,0,0
"717","CRYZL1","CRYZL1","O95825",0,0,0,0,0
"718","AIFM1","AIFM1","O95831",0,0,0,0,0
"719","CLDN1","CLDN1","O95832",43354,485080,31532,0,0
"720","CLIC3","CLIC3","O95833",0,0,0,53246,0
"721","EML2","EML2","O95834",3798.6,0,0,747830,0
"722","GNA14","GNA14","O95837",78847,27360,157210,3811000,0
"723","TSPAN15","TSPAN15","O95858",0,0,0,0,0
"724","BPNT1","BPNT1","O95861",7290.2,0,17898,85277,0
"725","FADS2","FADS2","O95864",0,0,217010,0,0
"726","DDAH2","DDAH2","O95865",375010,79497,661810,76093,0
"727","LY6G6C","LY6G6C","O95867",0,0,0,0,0
"728","ABHD16A","ABHD16A","O95870",0,0,0,0,0
"729","TXNDC12","TXNDC12","O95881",0,0,19913,0,0
"730","EFEMP2","EFEMP2","O95967",0,0,0,0,0
"731","IGSF6","IGSF6","O95976",0,0,0,0,0
"732","RECK","RECK","O95980",0,17648,0,0,0
"733","NUDT3","NUDT3","O95989",0,0,0,40043,0
"734","NDUFB10","NDUFB10","O96000",0,0,0,0,0
"735","CLPTM1","CLPTM1","O96005",95415,0,301370,0,79897
"736","TOMM40","TOMM40","O96008",9523.2,0,0,0,0
"737","PEX11B","PEX11B","O96011",0,0,0,0,0
"738","PAK4","PAK4","O96013",24550,0,116260,300790,0
"739","WNT11","WNT11","O96014",0,0,0,0,0
"740","ACTL6A","ACTL6A","O96019",0,0,0,0,0
"741","CYB5A","CYB5A","P00167",113700,0,1050400,0,253000
"742","ADH1B","ADH1B","P00325",132990,1144100,0,0,0
"743","ADH1C","ADH1C","P00326",0,0,0,0,0
"744","LDHA","LDHA","P00338",1912700,718430,5304900,9590100,76279
"745","ALDH1A1","ALDH1A1","P00352",12273,65359,0,826050,0
"746","GLUD1","GLUD1","P00367",0,0,0,0,0
"747","CYB5R3","CYB5R3","P00387",425830,0,1211800,0,403100
"748","GSR","GSR","P00390",302850,0,546010,1431000,0
"749","MT-CO2","MT-CO2","P00403",0,0,0,0,0
"750","MT-CO3","MT-CO3","P00414",0,0,0,0,0
"751","SOD1","SOD1","P00441",2518.7,7081.1,167540,1569700,0
"752","CP","CP","P00450",53642000,5339400,50385000,20310000,51745000
"753","F8","F8","P00451",0,0,0,0,0
"754","F13A1","F13A1","P00488",261600,24936,123230,61897,254360
"755","PNP","PNP","P00491",0,14066,0,587750,0
"756","HPRT1","HPRT1","P00492",85435,0,48319,373820,0
"757","EGFR","EGFR","P00533",1489200,11537,2208700,0,0
"758","PGK1","PGK1","P00558",2890600,1227700,7105200,16250000,62038
"759","AK1","AK1","P00568",0,237100,13016,4175700,0
"760","F2","F2","P00734",8945300,368590,6566000,2395200,8390600
"761","C1R","C1R","P00736",1038300,236430,513720,433520,771130
"762","HP","HP","P00738",50911000,21399000,52687000,834450,29956000
"763","HPR","HPR","P00739",2068200,1699800,1833000,450520,1480300
"764","F9","F9","P00740",38422,0,26497,0,195230
"765","F10","F10","P00742",261490,0,244500,0,418880
"766","CFD","CFD","P00746",97526,0,8073.4,0,0
"767","PLG","PLG","P00747",22392000,487300,12312000,2396800,14528000
"768","F12","F12","P00748",1355000,82268,369780,77962,517490
"769","PLAU","PLAU","P00749",0,0,0,16871,0
"770","PLAT","PLAT","P00750",0,0,0,0,0
"771","CFB","CFB","P00751",10441000,248270,9662000,1890300,8044400
"772","ADA","ADA","P00813",0,0,0,277360,0
"773","CA1","CA1","P00915",28143,0,0,844130,0
"774","CA2","CA2","P00918",0,0,0,62801,0
"775","ASS1","ASS1","P00966",173620,0,0,1688500,0
"776","OAS1","OAS1","P00973",0,0,0,23227,0
"777","SERPINC1","SERPINC1","P01008",51457000,494970,34463000,4337300,39003000
"778","SERPINA1","SERPINA1","P01009",107110000,8635800,99247000,45104000,134010000
"779","SERPINA3","SERPINA3","P01011",4480400,536900,5628000,1088700,13584000
"780","AGT","AGT","P01019",5694000,717360,7403500,161070,4890200
"781","A2M","A2M","P01023",663010000,360090000,560050000,38088000,48055000
"782","C3","C3","P01024",211830000,26970000,183110000,19816000,106010000
"783","C5","C5","P01031",13998000,657690,17218000,2645400,5867700
"784","TIMP1","TIMP1","P01033",49501,0,78332,83115,51559
"785","CST3","CST3","P01034",8933.6,0,13627,186390,36611
"786","CSTA","CSTA","P01040",0,81834,0,0,0
"787","KNG1","KNG1","P01042",11593000,1333300,14016000,2456000,13741000
"788","NRAS","NRAS","P01111",0,28794,0,75064,0
"789","HRAS","HRAS","P01112",61539,0,0,246440,0
"790","KRAS","KRAS","P01116",96118,430820,284250,3031400,0
"791","LDLR","LDLR","P01130",456660,0,3257100,0,4769.8
"792","TGFB1","TGFB1","P01137",0,0,0,0,0
"793","JCHAIN","IGJ","P01591",360010,4396600,1668000,293240,86101
"794","P01594","P01594","P01594",0,171760,65538,55726,0
"795","P04432","P04432","P04432",355560,0,150370,548340,18700
"796","P01599","P01599","P01599",750140,284540,344290,0,277710
"797","P01601","P01601","P01601",26987,86738,76779,0,0
"798","IGKV1-5","IGKV1-5","P01602",699510,516970,507430,643060,467620
"799","P01619","P01619","P01619",3474300,2880600,1761700,136820,1517000
"800","P01624","P01624","P01624",396810,193570,126040,648920,0
"801","P01699","P01699","P01699",0,0,0,0,0
"802","P01700","P01700","P01700",25165,445990,135630,917930,234140
"803","P01701","P01701","P01701",1933000,25915,0,0,2169400
"804","P01703","P01703","P01703",117380,68449,103550,229760,0
"805","P01704","P01704","P01704",0,348030,165700,0,589010
"806","P01705","P01705","P01705",0,0,0,0,0
"807","P01706","P01706","P01706",1721900,966010,2206400,573860,3811300
"808","P01714","P01714","P01714",99076,273190,339530,555930,0
"809","P01715","P01715","P01715",55209,0,16541,0,0
"810","P01717","P01717","P01717",0,0,0,0,0
"811","P01718","P01718","P01718",0,0,0,0,0
"812","P01721","P01721","P01721",0,0,0,0,0
"813","CD4","CD4","P01730",0,0,0,0,0
"814","CD8A","CD8A","P01732",0,0,0,0,0
"815","P01742","P01742","P01742",92965,0,48012,0,0
"816","P01743","P01743","P01743",22238,63268,0,0,0
"817","P01762","P01762","P01762",0,0,0,0,0
"818","P01763","P01763","P01763",71873,40524,130880,0,0
"819","IGHV3-23","IGHV3-23","P01764",142910,0,85955,0,0
"820","P01766","P01766","P01766",78584,0,0,0,0
"821","IGHV3-66","IGHV3-66","P01767",3511.1,0,0,0,45196
"822","P0DP03","P0DP03","P0DP03",802000,653720,1036400,178530,0
"823","P01772","P01772","P01772",256970,0,139180,62499,233140
"824","P01782","P01782","P01782",648770,133320,0,84213,307060
"825","P01814","P01814","P01814",0,0,0,0,0
"826","P01817","P01817","P01817",40053,44137,11549,0,0
"827","P01824","P01824","P01824",0,0,0,0,0
"828","PIGR","PIGR","P01833",270630,822780,240780,1963600,0
"829","IGKC","IGKC","P01834",123100000,96734000,133340000,49273000,71421000
"830","TRAC","TRAC","P0DTU3",0,0,0,0,0
"831","IGHE","IGHE","P01854",0,0,0,0,0
"832","IGHG1","IGHG1","P01857",258550000,46443000,228600000,187280000,166270000
"833","IGHG2","IGHG2","P01859",57881000,9434300,54429000,16177000,70474000
"834","IGHG3","IGHG3","P01860",34945000,5935800,34969000,47581000,79431000
"835","IGHG4","IGHG4","P01861",4220800,25076,2292900,8540400,30764000
"836","IGHM","IGHM","P01871",175150000,241460000,207930000,33622000,20633000
"837","IGHA1","IGHA1","P01876",31977000,15385000,39823000,22689000,25427000
"838","IGHA2","IGHA2","P01877",1235200,976240,2617700,228410,701770
"839","IGHD","IGHD","P01880",1159900,29483,1218800,52769,244500
"840","HLA-B","HLA-B","P01889",414520,694320,966810,352230,0
"841","HLA-H","HLA-H","P01893",0,0,181720,0,0
"842","HLA-DQA2","HLA-DQA2","P01906",0,54480,0,0,0
"843","HLA-DQA1","HLA-DQA1","P01909",0,0,0,225820,0
"844","HLA-DRB1","HLA-DRB1","P01911",0,108220,0,0,0
"845","HLA-DQB1","HLA-DQB1","P01920",0,0,0,5702700,0
"846","HBZ","HBZ","P02008",0,0,0,0,0
"847","HBD","HBD","P02042",103310,0,145490,233780,0
"848","HBE1","HBE1","P02100",0,0,0,38074,0
"849","MB","MB","P02144",33847,0,0,83952,0
"850","COL1A1","COL1A1","P02452",0,0,0,12687,0
"851","COL2A1","COL2A1","P02458",0,0,0,0,0
"852","COL3A1","COL3A1","P02461",0,0,0,0,0
"853","COL4A1","COL4A1","P02462",791300,0,339130,0,1517500
"854","CRYAB","CRYAB","P02511",0,0,0,196080,0
"855","LMNA","LMNA","P02545",12378,39738,13833,0,0
"856","SPTA1","SPTA1","P02549",54922,91332,95068,180590,0
"857","APOA1","APOA1","P02647",55358000,13400000,53559000,12719000,89088000
"858","APOE","APOE","P02649",7015800,754470,7286800,3822400,1516900
"859","APOA2","APOA2","P02652",12407000,353410,9473600,362580,8791400
"860","APOC1","APOC1","P02654",2022700,533380,1800200,531260,232790
"861","APOC2","APOC2","P02655",196550,0,457090,0,132850
"862","APOC3","APOC3","P02656",916350,256400,3009900,0,194410
"863","FGA","FGA","P02671",60437000,11226000,41761000,6064000,26302000
"864","FGB","FGB","P02675",58960000,15028000,43976000,12024000,28040000
"865","FGG","FGG","P02679",47365000,16915000,36857000,5803900,23473000
"866","MBP","MBP","P02686",0,0,0,135770,0
"867","GYPA","GYPA","P02724",15737,0,112380,396080,0
"868","SLC4A1","SLC4A1","P02730",611950,15797,2185400,3398800,0
"869","CRP","CRP","P02741",0,0,209250,0,0
"870","APCS","APCS","P02743",1039500,64713,545150,40184,149880
"871","C1QA","C1QA","P02745",3812100,233460,406260,71493,0
"872","C1QB","C1QB","P02746",1860900,973940,1261200,638750,430350
"873","C1QC","C1QC","P02747",2029100,972570,806660,0,254270
"874","C9","C9","P02748",8809000,857330,17543000,2815600,1447200
"875","APOH","APOH","P02749",4909100,59825,3724900,468520,8842600
"876","LRG1","LRG1","P02750",1243400,0,832630,495320,1828700
"877","FN1","FN1","P02751",197240000,11996000,157820000,3017100,119610000
"878","RBP4","RBP4","P02753",169440,0,154800,0,2173100
"879","AMBP","AMBP","P02760",5054500,220430,2175800,38688,2786100
"880","ORM1","ORM1","P02763",4592000,1172900,8583600,9124500,14203000
"881","AHSG","AHSG","P02765",4504900,159160,3045100,2851300,22430000
"882","TTR","TTR","P02766",8192400,457080,4969300,1394100,6484800
"883","GC","GC","P02774",9409700,401560,8127600,5163000,25650000
"884","PF4V1","PF4V1","P10720",0,0,0,0,0
